bowler,momentum_balls,momentum_runs,momentum_pressure_exposure,momentum_weighted_runs,momentum_wickets,momentum_dot_balls,momentum_economy_raw,momentum_dot_rate_raw,momentum_wicket_rate_raw,momentum_pressure_exposure_norm,momentum_dot_rate_raw_norm,momentum_wicket_rate_raw_norm,momentum_balls_norm,momentum_eco_temp,momentum_economy_norm,momentum_breaker_score
J Syed Mohammad,26,55,54.2,114.9,1,5,12.692307692307693,0.19230769230769232,0.038461538461538464,0.007147415443522657,0.5256410256410257,0.2923076923076923,0.003236245954692553,0.2949673277542131,0.7050326722457869,0.4376715962976418
J Theron,44,94,124.5,281.1,1,6,12.818181818181817,0.13636363636363635,0.022727272727272728,0.052010210593490744,0.3727272727272727,0.17272727272727276,0.032362459546925564,0.30659802194824537,0.6934019780517546,0.37885523205942845
J Yadav,29,64,78.6,177.9,0,7,13.241379310344827,0.2413793103448276,0.0,0.022718570516911295,0.6597701149425288,0.0,0.008090614886731393,0.3457012179454235,0.6542987820545765,0.39702802099509826
JA Morkel,301,693,847.8,1923.8,9,61,13.813953488372093,0.2026578073089701,0.029900332225913623,0.5135928525845566,0.5539313399778516,0.22724252491694355,0.44822006472491915,0.39860673066925445,0.6013932693307456,0.49060027597456013
JA Richardson,38,93,114.8,276.2,1,6,14.684210526315788,0.15789473684210525,0.02631578947368421,0.045820038289725584,0.43157894736842106,0.2,0.022653721682847898,0.479017962193113,0.520982037806887,0.337085826071773
JC Archer,111,248,358.7,851.0,2,34,13.405405405405403,0.3063063063063063,0.018018018018018018,0.20146777281429484,0.8372372372372372,0.13693693693693695,0.1407766990291262,0.3608571313489344,0.6391428686510656,0.49462114790891176
JD Ryder,45,109,133.8,344.5,0,6,14.533333333333331,0.13333333333333333,0.0,0.05794511805998724,0.36444444444444446,0.0,0.03398058252427185,0.46507699950322867,0.5349230004967713,0.28752673134340695
JD Unadkat,406,917,1149.2,2668.6,13,81,13.551724137931036,0.19950738916256158,0.03201970443349754,0.7059349074664967,0.545320197044335,0.2433497536945813,0.6181229773462784,0.374376895010021,0.625623104989979,0.5363738752277701
JDP Oram,55,146,150.4,394.09999999999997,1,10,15.92727272727273,0.18181818181818182,0.01818181818181818,0.0685386088066369,0.496969696969697,0.13818181818181818,0.05016181229773462,0.5938761685408482,0.40612383145915176,0.30589217099992816
JDS Neesham,35,85,84.60000000000001,208.6,0,6,14.57142857142857,0.17142857142857143,0.0,0.026547543075941298,0.4685714285714286,0.0,0.017799352750809058,0.46859697679369794,0.5314030232063021,0.3075686048477379
JH Kallis,141,301,455.0,958.9,4,26,12.808510638297872,0.18439716312056736,0.028368794326241134,0.26292278238672623,0.5040189125295508,0.21560283687943263,0.18932038834951456,0.30570441069220267,0.6942955893077973,0.4573530688396274
JJ Bumrah,480,948,1486.8,2984.1,24,122,11.850000000000001,0.25416666666666665,0.05,0.9213784301212509,0.6947222222222222,0.38000000000000006,0.7378640776699029,0.21713859910581235,0.7828614008941877,0.6896062966476366
JL Pattinson,37,73,80.3,168.0,2,5,11.837837837837839,0.13513513513513514,0.05405405405405406,0.023803446075303127,0.36936936936936937,0.4108108108108109,0.021035598705501618,0.21601482257219962,0.7839851774278004,0.45338322108231516
JO Holder,174,423,439.5,1073.0,2,26,14.586206896551722,0.14942528735632185,0.011494252873563218,0.2530312699425654,0.4084291187739464,0.08735632183908046,0.24271844660194172,0.46996248522534545,0.5300375147746546,0.35466664588688246
JP Behrendorff,54,126,121.3,283.7,1,14,14.0,0.25925925925925924,0.018518518518518517,0.04996809189534142,0.7086419753086419,0.14074074074074075,0.04854368932038835,0.4157973174366616,0.5842026825633384,0.41963075899405006
JP Duminy,73,158,207.20000000000002,470.9,3,16,12.986301369863014,0.2191780821917808,0.0410958904109589,0.10478621569878752,0.5990867579908675,0.31232876712328766,0.07928802588996764,0.32213216830328895,0.677867831696711,0.4678986081750988
JP Faulkner,181,373,566.9,1197.3,6,38,12.3646408839779,0.20994475138121546,0.03314917127071823,0.3343331206126356,0.5738489871086556,0.2519337016574586,0.25404530744336573,0.26469110999497736,0.7353088900050226,0.5100449414160136
JR Hazlewood,126,286,391.7,915.2,5,30,13.619047619047619,0.23809523809523808,0.03968253968253968,0.2225271218889598,0.6507936507936508,0.30158730158730157,0.1650485436893204,0.3805975445319707,0.6194024554680293,0.4785642989875113
JR Hopes,63,134,158.3,331.8,4,13,12.761904761904763,0.20634920634920634,0.06349206349206349,0.07358008934269306,0.564021164021164,0.48253968253968255,0.06310679611650485,0.3013980554964162,0.6986019445035838,0.4956925966354016
Joginder Sharma,73,174,208.6,520.8,2,14,14.3013698630137,0.1917808219178082,0.0273972602739726,0.10567964262922783,0.5242009132420091,0.20821917808219179,0.07928802588996764,0.44364371312496176,0.5563562868750382,0.38591553118512356
K Gowtham,85,182,184.7,396.4,1,21,12.847058823529412,0.24705882352941178,0.011764705882352941,0.09042756860242501,0.6752941176470588,0.08941176470588236,0.09870550161812297,0.30926624002805303,0.690733759971947,0.44737600536517735
K Rabada,261,586,724.8,1695.3,9,48,13.47126436781609,0.1839080459770115,0.034482758620689655,0.4350989151244416,0.5026819923371647,0.2620689655172414,0.383495145631068,0.3669424602154956,0.6330575397845044,0.481513836187867
