batter,pressure_balls,pressure_exposure,total_runs,weighted_runs,total_boundaries,weighted_boundaries,dismissals,weighted_dismissals,pressure_avg_score_per_ball,pressure_adjusted_sr_raw,pressure_boundary_rate_raw,pressure_dismissal_rate_raw,reliability_raw,pressure_adjusted_sr_reliable,pressure_adjusted_sr_reliable_norm,pressure_exposure_norm,pressure_boundary_rate_raw_norm,reliability_raw_norm,pressure_dismissal_rate_norm_temp,pressure_dismissal_rate_norm,batter_clutch_index,death_strike_rate,middle_strike_rate,pp_strike_rate,death_specialist_score,high_rrr_specialist_score,collapse_specialist_score,stabilizer_score,accelerator_score,reliability_label,risk_score_raw,reward_score_raw,risk_score_norm,reward_score_norm,risk_reward_profile,batter_role,strength_tags,weakness_tags,best_phase,death_finish_fit,high_pressure_chase_fit,collapse_situation_fit,controlled_chase_fit,comfortable_chase_fit,neutral_situation_fit
CJ Anderson,178,260.3,231,248.1,32,33.0,10,25.2,1.462359550561798,95.31310026892046,0.12677679600461006,0.09681137149442949,178,95.73108780773676,0.2570616925976418,0.06575460985237658,0.26469458317326167,0.05423231953096372,0.2766039185555128,0.7233960814444872,0.23615424255961454,143.33333333333334,145.19230769230768,84.0909090909091,0.0,0.0,0.031026836020073358,0.09550323189833838,0.0,Medium Reliability,0.09681137149442949,62.50972452482645,0.2766039185555128,0.25288224690378464,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Middle,0.06717340856954819,0.06717340856954819,0.09165223882418141,0.10951652291452948,0.09350044880205782,0.10530816093003857
CJ Ferguson,68,80.9,56,65.7,5,9.1,2,5.7,1.1897058823529412,81.21137206427689,0.11248454882571074,0.07045735475896168,68,87.9943175649743,0.19891380477209442,0.017249770183312606,0.23485410345731733,0.013924514474166363,0.20130672788274764,0.7986932721172524,0.20020159584694808,121.42857142857142,66.66666666666666,86.66666666666667,0.0,0.0,0.0,0.0,0.0,Low Reliability,0.07045735475896168,57.29597249201301,0.20130672788274764,0.19981105063851473,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator, Low Sample Confidence",Death,0.05213907613286197,0.05213907613286197,0.04212899634051457,0.052835301856570295,0.07285546144126509,0.0828655412336125
CL White,288,347.2,288,316.0,32,35.7,17,33.5,1.2055555555555555,91.01382488479263,0.1028225806451613,0.09648617511520738,288,91.9317684589243,0.22850683205814915,0.08924998648137134,0.21468108504398833,0.09454012458776108,0.27567478604344964,0.7243252139565504,0.22806843295995136,175.0,102.94117647058823,71.11111111111111,0.0,0.20494266261908015,0.06225876730341753,0.13096337126407281,0.172556751757778,High Reliability,0.09648617511520738,59.271964301161034,0.27567478604344964,0.2199248282907426,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Death,0.09708163969181868,0.18768654232733964,0.11743905501753965,0.13421406656064905,0.1418711643929797,0.15112393062534882
CM Gautam,84,195.20000000000002,91,201.70000000000002,11,27.2,5,12.5,2.323809523809524,103.32991803278688,0.13934426229508196,0.06403688524590163,84,101.04977079888236,0.29703576087737327,0.048153355323635974,0.29093392945851965,0.019787467936973252,0.18296252927400464,0.8170374707259953,0.2567569320976,104.34782608695652,103.03030303030303,117.85714285714286,0.0,0.0,0.32572956590759694,0.4225890770380706,0.0,Low Reliability,0.06403688524590163,66.20363297113269,0.18296252927400464,0.290482834523996,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator, Low Sample Confidence",Powerplay,0.06715735321494598,0.06715735321494598,0.2902586022326224,0.28119881675663877,0.09382241982155463,0.10666026642643466
CR Brathwaite,30,73.5,34,87.5,6,16.2,4,11.8,2.45,119.04761904761905,0.2204081632653061,0.16054421768707483,30,105.40480929655887,0.32976728606073114,0.015249013140107067,0.4601855287569574,0.0,0.45869776482021374,0.5413022351797863,0.2581147698838361,157.14285714285714,75.0,,0.0,0.0,0.0,0.0,0.0,Low Reliability,0.16054421768707483,72.05921210854757,0.45869776482021374,0.35008723989132823,Moderate Profile,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator, Low Sample Confidence",Powerplay,0.06452869247095902,0.06452869247095902,0.05162295397676722,0.06452869247095902,0.09034016945934262,0.10324590795353444
D Brevis,138,158.3,189,162.4,28,26.8,6,8.8,1.1471014492753624,102.59001895135818,0.1692987997473152,0.05559065066329753,138,101.16158929565727,0.2978761644570673,0.0381766073649489,0.3534753728057582,0.0395749358739465,0.15883043046656437,0.8411695695334356,0.269860290511116,,155.69620253164558,111.86440677966101,0.0,0.0,0.0,0.0,0.0,Medium Reliability,0.05559065066329753,67.46890556728697,0.15883043046656437,0.3033621448281602,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Middle,0.07340131300887097,0.07340131300887097,0.05990829848331517,0.07538005980256829,0.1023660888536799,0.11585910337923569
D Padikkal,486,428.4,569,410.7,73,53.3,22,35.3,0.8814814814814814,95.86834733893558,0.12441643323996265,0.08239962651727357,486,95.99435257279632,0.2590403334964616,0.111204239441951,0.25976643182525544,0.16709417368999632,0.23542750433506732,0.7645724956649327,0.2663433216807559,133.33333333333331,97.6958525345622,132.63598326359835,0.0,0.0,0.0,0.0,0.0,High Reliability,0.08239962651727357,62.57326887327629,0.23542750433506732,0.253529069876359,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Death,0.09164995647368843,0.09164995647368843,0.07833279038965063,0.10000466515818825,0.12663899732626382,0.13995616341030165
D Wiese,75,262.7,100,351.3,13,51.4,4,20.5,3.5026666666666664,133.7266844309098,0.19566044918157594,0.07803578226113438,75,119.12366003691498,0.43287519400098606,0.06640350402855134,0.40851530147304804,0.016489556614144377,0.22295937788895534,0.7770406221110446,0.32788556933028806,145.23809523809524,118.18181818181819,,0.0,0.0,0.40620238358388494,0.45617760239210947,0.0,Low Reliability,0.07803578226113438,79.30061398941203,0.22295937788895534,0.423798045091949,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator, Low Sample Confidence",Powerplay,0.08444482582469368,0.08444482582469368,0.34457590138976063,0.32617194120941617,0.1180578605884297,0.13445213905494413
DA Miller,1233,2075.4,1699,2901.9,199,347.3,38,94.4,1.6832116788321168,139.8236484533102,0.16734123542449647,0.04548520767081045,1233,138.16330063540735,0.5759730049765087,0.5565078678418861,0.34938821578023666,0.44082081348479296,0.12995773620231554,0.8700422637976845,0.5472263563285037,176.54723127035828,131.34328358208955,82.78688524590164,0.6186323805420462,0.5563732248514194,0.5444536727690322,0.5731196838002168,0.5259627357392835,High Reliability,0.04548520767081045,89.59162979822426,0.12995773620231554,0.5285511128100071,Low Risk Stabilizer,Clutch Finisher,No Strong Specialist Tag,No Major Weakness Tag,Death,0.5602086927096582,0.5306715481932693,0.5366297833460868,0.5344533756629668,0.534910547455165,0.5420558263070532
DA Warner,2395,2249.4,3285,2725.7,464,384.6,82,123.3,0.9392066805845511,121.17453543167065,0.1709789277140571,0.054814617231261666,2395,120.68464970599074,0.4446072539337682,0.6035526956145568,0.3569832763484405,0.8666178087211432,0.15661319208931904,0.843386807910681,0.5664322842479244,173.17073170731706,136.20689655172413,135.6895356895357,0.42718475894979385,0.4939630608227709,0.438647949269028,0.47277140783939336,0.46678818857905907,High Reliability,0.054814617231261666,79.24994693215673,0.15661319208931904,0.42328230108976866,Low Risk Stabilizer,Clutch Finisher,No Strong Specialist Tag,No Major Weakness Tag,Death,0.5338521121844186,0.5625436044150728,0.536931159825216,0.5681312154038031,0.5737088601657258,0.5841260393979114
DB Das,101,260.6,120,298.8,16,41.199999999999996,6,16.0,2.5801980198019803,114.65848042977743,0.158096699923254,0.06139677666922486,101,108.88385891194477,0.3559150687177409,0.06583572162439844,0.3300867462034001,0.026016855991205567,0.17541936191207103,0.824580638087929,0.29140677594995984,134.88372093023256,128.57142857142858,73.91304347826086,0.0,0.0,0.34019033315896813,0.42667684324756316,0.0,Medium Reliability,0.06139677666922486,71.65418334409702,0.17541936191207103,0.34596441991140764,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator",Death,0.0767542223861708,0.0767542223861708,0.3049292276641508,0.2954300269541718,0.10719574278072705,0.12176608157822506
DB Ravi Teja,141,273.9,148,283.1,17,33.0,10,33.699999999999996,1.9425531914893615,103.35889010587806,0.12048192771084339,0.12303760496531581,141,101.75162134672746,0.30231071743493343,0.06943167685070026,0.2515516611902155,0.04067423964822279,0.35153601418661656,0.6484639858133834,0.2434909060512175,125.0,103.96039603960396,81.25,0.0,0.28276960574722937,0.2627837735915252,0.3220922339762163,0.25353954296178405,Medium Reliability,0.12303760496531581,65.87024991647021,0.35153601418661656,0.28708930191750565,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Accelerator",Death,0.10500479390430541,0.23078961335128637,0.24043588508814107,0.23429661105242966,0.1567415507880167,0.16208513149957746
DH Yagnik,38,141.8,32,119.6,4,14.5,3,11.5,3.7315789473684213,84.34414668547248,0.10225669957686882,0.08110014104372355,38,91.65947439027377,0.2264603288710778,0.033715459903747365,0.2134995939650383,0.0029314767314034453,0.23171468869635298,0.768285311303647,0.20662041526401156,110.00000000000001,62.5,0.0,0.0,0.0,0.2608449730562896,0.36385900207046595,0.0,Low Reliability,0.08110014104372355,59.085952617239016,0.23171468869635298,0.2180314005782375,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Accelerator, Low Sample Confidence",Death,0.052094825325713405,0.052094825325713405,0.2370665443026452,0.2317610444982046,0.07290344068868473,0.08323446145188532
DJ Bravo,600,1208.1,709,1491.8,82,171.79999999999998,33,93.4,2.0135,123.48315536793312,0.14220677096266865,0.07731148083767901,600,121.46284522008617,0.4504560027062028,0.32201373492672897,0.29691050058569307,0.2088677171124954,0.22088994525051142,0.7791100547494886,0.39836288619750404,166.47727272727272,101.29449838187703,89.56521739130436,0.45938794656819515,0.3185323106910989,0.48332376536998173,0.5384496382155943,0.289418046554343,High Reliability,0.07731148083767901,78.56597797055844,0.22088994525051142,0.41632012667643187,Low Risk Stabilizer,Clutch Finisher,No Strong Specialist Tag,Poor Accelerator,Death,0.3810581620550896,0.31621741270355846,0.4389446505082664,0.4264863914213295,0.3454326545438503,0.35670274935335955
DJ Harris,44,29.2,45,19.7,6,3.0,2,1.3,0.6636363636363636,67.46575342465754,0.10273972602739727,0.044520547945205484,44,83.2920140742667,0.16357231118759386,0.003271508138214459,0.214508094645081,0.005130084279956029,0.12720156555772993,0.8727984344422701,0.186308796385663,,145.45454545454547,87.87878787878788,0.0,0.0,0.0,0.0,0.0,Low Reliability,0.044520547945205484,54.08479748565591,0.12720156555772993,0.16712424506511186,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator, Low Sample Confidence",Middle,0.04734671173840915,0.04734671173840915,0.038031271919126,0.047603215952406956,0.06623409559097325,0.0755495354102564
DJ Hooda,548,977.7,637,1091.4,63,109.4,39,92.2,1.784124087591241,111.62933415158025,0.11189526439603151,0.09430295591694794,548,110.4244670357226,0.36749394537474944,0.25971989401395124,0.2336237489965628,0.18981311835837303,0.2694370169055655,0.7305629830944345,0.33551338536537384,115.78947368421053,118.52861035422345,106.9767441860465,0.14831185574534808,0.32344955930111324,0.3258768003221817,0.39552390091189765,0.2934012805772582,High Reliability,0.09430295591694794,70.73049079727483,0.2694370169055655,0.3365620800738694,Low Risk Stabilizer,Anchor / Stabilizer,No Strong Specialist Tag,"Weak at Death, Poor Accelerator",Middle,0.2231008412670948,0.30041039393099633,0.3248063401836778,0.3254496953966186,0.25840499984293963,0.26652026082711644
DJ Hussey,466,729.4,583,892.4,69,98.0,18,37.2,1.565236051502146,122.34713463120373,0.1343570057581574,0.05100082259391281,466,119.91224982642845,0.4388020638940008,0.19258638403720324,0.28052114232536507,0.15976548186148773,0.145716635982608,0.854283364017392,0.36550943239480804,148.38709677419354,123.73887240356083,110.44776119402985,0.0,0.414550341423061,0.37813204194330574,0.42609876779232564,0.3814476312350651,High Reliability,0.05100082259391281,77.32163012618336,0.145716635982608,0.4036538110834636,Low Risk Stabilizer,Anchor / Stabilizer,No Strong Specialist Tag,Weak at Death,Death,0.17255932506318494,0.35745184319416257,0.35484421748358846,0.34809143158697464,0.2552433055192466,0.26106693761483296
DJ Mitchell,119,164.3,170,224.29999999999998,21,28.4,6,7.5,1.3806722689075632,136.51856360316492,0.17285453438831405,0.04564820450395617,119,124.89151030220569,0.4762251061344662,0.03979884280538582,0.3608993157380255,0.03261267863686332,0.13042344143987478,0.8695765585601252,0.3444342660271095,,141.93548387096774,143.859649122807,0.0,0.0,0.0,0.0,0.0,Medium Reliability,0.04564820450395617,81.84908755685598,0.13042344143987478,0.4497391600555018,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Powerplay,0.09100046830230688,0.09100046830230688,0.07377875500095141,0.09263110223415004,0.127074528836861,0.14429624213821649
DJ Willey,62,148.8,49,135.1,6,13.9,3,5.8,2.4000000000000004,90.79301075268816,0.09341397849462366,0.03897849462365591,62,93.6618110621679,0.24150945719373906,0.03560806791759044,0.19503706419029004,0.01172590692561378,0.11136712749615972,0.8886328725038403,0.22360312937878332,113.33333333333333,71.875,60.0,0.0,0.0,0.2721931162490874,0.3921870132653329,0.0,Low Reliability,0.03897849462365591,59.93364577708568,0.11136712749615972,0.22666013661627887,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Accelerator, Low Sample Confidence",Death,0.0576596683835379,0.0576596683835379,0.2534035117305669,0.2499500416225026,0.08060627666769692,0.09178643313663609
DJG Sammy,63,129.3,75,160.3,6,14.4,4,13.100000000000001,2.0523809523809526,123.9752513534416,0.11136890951276102,0.10131477184841454,63,112.13625670409698,0.38035938540906844,0.030335802736170446,0.23252478380088593,0.012092341517039208,0.2894707767097558,0.7105292232902443,0.2659564058375746,140.0,109.52380952380953,100.0,0.0,0.0,0.30729557501331084,0.3294770140475095,0.0,Low Reliability,0.10131477184841454,71.73651040296863,0.2894707767097558,0.34680243358597823,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator, Low Sample Confidence",Death,0.06830295268694954,0.06830295268694954,0.26029261591227254,0.24568363968209198,0.09550321034655897,0.1088010306384377
DJM Short,31,18.4,48,29.1,7,4.4,2,1.8,0.5935483870967742,158.1521739130435,0.23913043478260873,0.09782608695652174,31,120.53917979753685,0.44351393363946556,0.0003514843454279987,0.4992753623188408,0.00036643459142543175,0.2795031055900621,0.7204968944099379,0.3244718293024056,,310.0,80.95238095238095,0.0,0.0,0.0,0.0,0.0,Low Reliability,0.09782608695652174,81.88872526982645,0.2795031055900621,0.4501426354857338,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator, Low Sample Confidence",Middle,0.08117292251431521,0.08117292251431521,0.06494933104919494,0.08119124424388649,0.11363842717412705,0.12986201863924735
DL Chahar,52,149.3,77,160.0,8,15.100000000000001,6,21.4,2.871153846153846,107.16677829872738,0.10113864701942397,0.14333556597454786,52,102.29047690029374,0.3063606389525404,0.035743254204293515,0.21116523574661555,0.008061561011359472,0.4095301884987081,0.5904698115012919,0.22162390708570032,73.68421052631578,190.9090909090909,,0.0,0.0,0.2767292673854154,0.303308680418307,0.0,Low Reliability,0.14333556597454786,65.4198320209532,0.4095301884987081,0.2825044623655037,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Accelerator, Low Sample Confidence",Powerplay,0.056615210923129,0.056615210923129,0.23205289262758694,0.2185221805971875,0.07918067968226701,0.09026187503655203
DL Vettori,59,206.5,62,213.20000000000002,8,24.900000000000002,3,12.100000000000001,3.5,103.24455205811138,0.1205811138014528,0.05859564164648911,59,100.48059397912577,0.2927579512966805,0.0512085654031255,0.2517587497248515,0.010626603151337488,0.16741611898996886,0.8325838810100311,0.24996108463172875,106.66666666666667,103.44827586206897,,0.0,0.0,0.31829027694071327,0.4227330437411275,0.0,Low Reliability,0.05859564164648911,65.11160093953357,0.16741611898996886,0.2793669536934141,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator, Low Sample Confidence",Powerplay,0.06408426163063281,0.06408426163063281,0.2845855791106136,0.276230212485737,0.08961170025137255,0.102109754482959
DP Conway,224,160.4,282,176.1,38,25.0,7,10.8,0.7160714285714286,109.78802992518702,0.15586034912718205,0.06733167082294264,224,107.49443385232857,0.3454724511947317,0.03874438976910182,0.32541751681402564,0.07108831073653353,0.19237620235126465,0.8076237976487354,0.28617611232917045,130.0,122.22222222222223,127.81954887218046,0.0,0.0,0.0,0.0,0.0,High Reliability,0.06733167082294264,70.73107427648442,0.19237620235126465,0.33656801935511144,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Death,0.08220727469277264,0.08220727469277264,0.06789846907631412,0.08576169022959931,0.11437930146251635,0.1286881070789749
DPMD Jayawardene,860,1017.1,1042,1148.9,138,151.1,33,54.4,1.1826744186046512,112.95841116900993,0.1485596303215023,0.05348539966571625,860,112.09361514026888,0.38003890065995727,0.27037257340615367,0.3101745008833791,0.3041407108831074,0.15281542761633213,0.8471845723836678,0.3829558139485534,160.67415730337078,117.06161137440758,116.0458452722063,0.4323925142428421,0.28982821189818797,0.3573409274629841,0.4244758523093952,0.24843735285766627,High Reliability,0.05348539966571625,73.19855429702142,0.15281542761633213,0.36168469456835267,Low Risk Stabilizer,Clutch Finisher,No Strong Specialist Tag,"Weak in High RRR, Poor Accelerator",Death,0.37320229445753333,0.3069788154504129,0.3712676034847192,0.37660182946464493,0.3434505181216001,0.35845461298424885
DR Sams,38,113.10000000000001,29,76.3,2,5.8999999999999995,8,31.1,2.9763157894736842,67.46242263483641,0.05216622458001768,0.2749778956675508,38,84.36963900477184,0.17167150653795904,0.025955767046990753,0.10891675374433996,0.0029314767314034453,0.7856511304787165,0.2143488695212835,0.11207187754807163,90.0,90.47619047619048,14.285714285714285,0.0,0.0,0.10461478959660715,0.10624830007574848,0.0,Low Reliability,0.2749778956675508,52.708432386063805,0.7856511304787165,0.15311411534022273,Moderate Profile,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator, Low Sample Confidence",Middle,0.028457690896728425,0.028457690896728425,0.09126208787690482,0.08671412767913199,0.03981145248810576,0.045415046365509346
DR Smith,889,999.4,1280,1245.8,200,192.9,37,67.6,1.1241844769403824,124.65479287572543,0.19301580948569141,0.06764058435061036,889,123.19389461002774,0.46346619463234495,0.2655869788568647,0.4029936143504285,0.31476731403444486,0.1932588124303153,0.8067411875696847,0.4268421316390104,161.53846153846155,158.01526717557252,136.56462585034012,0.0,0.24350521756379692,0.2779761839019924,0.11737403288323128,0.22808298771050609,High Reliability,0.06764058435061036,81.6369691454443,0.1932588124303153,0.447579989889246,Low Risk Stabilizer,Anchor / Stabilizer,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Death,0.18813807817149522,0.29694431458253934,0.2731175052145736,0.266340144006171,0.2693689558081691,0.2823913589752525
DS Kulkarni,90,417.8,79,359.0,7,35.0,5,20.200000000000003,4.642222222222222,85.92628051699377,0.08377213977979894,0.04834849210148397,90,89.95943870589697,0.21368322923224015,0.10833829016384579,0.17490607366145905,0.021986075485525836,0.13813854886138274,0.8618614511386172,0.2228609172115747,98.63013698630137,41.17647058823529,,0.0,0.0,0.2940812799484504,0.43866500012881393,0.0,Low Reliability,0.04834849210148397,57.326548814730145,0.13813854886138274,0.200122289457273,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Accelerator, Low Sample Confidence",Powerplay,0.05901314062572255,0.05901314062572255,0.2751688567767275,0.2724614504347738,0.0823985361211563,0.09354158198173505
DT Christian,118,258.7,133,312.1,12,30.4,8,27.0,2.192372881355932,120.64166988790106,0.11751063007344414,0.10436799381523,118,113.67067392302657,0.3918917325674155,0.06532201373492673,0.24534795188061526,0.03224624404543789,0.29819426804351423,0.7018057319564858,0.2816407983585081,139.2156862745098,96.82539682539682,25.0,0.0,0.0,0.3474386853787019,0.36639170589170317,0.0,Medium Reliability,0.10436799381523,72.9028295567537,0.29819426804351423,0.35867448893669457,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator",Death,0.0752471361964427,0.0752471361964427,0.29173849690292386,0.2745842825365511,0.1050235282345654,0.11910556815249082
DW Steyn,94,414.90000000000003,76,335.6,6,28.900000000000002,11,53.6,4.413829787234043,80.88696071342491,0.06965533863581586,0.1291877560858038,94,86.55785055109777,0.1881176301194829,0.10755420970096795,0.14543190400023373,0.023451813851227556,0.36910787453086796,0.630892125469132,0.18517966421261917,94.36619718309859,39.130434782608695,,0.0,0.07996242314506416,0.2657753213655769,0.38672540122013366,0.052025319575225305,Low Reliability,0.1291877560858038,54.72092387609129,0.36910787453086796,0.173599426144657,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Accelerator, Low Sample Confidence",Powerplay,0.05761648606712272,0.09220272130390966,0.24354518377147213,0.23949423352356244,0.08250957513846854,0.09475471308430601
Dhruv Jurel,157,486.3,222,705.7,30,102.5,7,28.1,3.097452229299363,145.1161834258688,0.21077524162039893,0.05778326136129961,157,133.54684526646153,0.5412767272634381,0.1268588114421673,0.4400731559892573,0.04653719311102968,0.165095032460856,0.834904967539144,0.39836450231276616,158.44155844155844,135.6164383561644,14.285714285714285,0.0,0.5378147075716116,0.4754137038680774,0.48222720514595896,0.5312028076277444,Medium Reliability,0.05778326136129961,88.55911682469288,0.165095032460856,0.518041081201321,Low Risk Stabilizer,Anchor / Stabilizer,No Strong Specialist Tag,Weak at Death,Death,0.18625212568900762,0.42793814909903954,0.3973757622629284,0.37276082677509864,0.2815357163386102,0.27621618106163476
E Lewis,173,220.4,214,241.3,28,34.3,7,7.5,1.2739884393063585,109.48275862068965,0.1556261343012704,0.03402903811252268,173,106.7330646353159,0.3397501652232576,0.05496674417347104,0.32492850464719797,0.05240014657383657,0.09722582317863622,0.9027741768213637,0.29377013028928883,133.33333333333331,120.58823529411764,124.13793103448276,0.0,0.0,0.0,0.0,0.0,Medium Reliability,0.03402903811252268,70.26488415324035,0.09722582317863622,0.331822633043698,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Death,0.08130255455839769,0.08130255455839769,0.06661404804393325,0.08392256188708952,0.1132995749160184,0.12798808143048285
EJG Morgan,581,940.1,673,988.5,84,109.7,28,66.1,1.6180722891566266,105.14838846931178,0.11668971386022764,0.07031166897138602,581,104.52007903798145,0.3231178452453273,0.24955388525387984,0.24363397833241474,0.20190545987541222,0.2008904827753886,0.7991095172246114,0.32589978260254204,128.2828282828283,117.40331491712708,100.83333333333333,0.2071965135058649,0.3593825199321969,0.37370662063700083,0.4466779323763416,0.3299474707103647,High Reliability,0.07031166897138602,67.37963597719796,0.2008904827753886,0.3024534625766229,Low Risk Stabilizer,Anchor / Stabilizer,No Strong Specialist Tag,Weak at Death,Death,0.25449131631614125,0.32150326674689905,0.356617906850706,0.3529346380848377,0.2783721862647363,0.28405681170371166
F du Plessis,1533,1614.6,2051,2080.3,271,287.8,61,114.1,1.0532289628180038,128.8430571039267,0.1782484825963087,0.07066765762417937,1533,127.84419628086908,0.4984168538126398,0.4319201860163305,0.37216122578441435,0.5507511909124221,0.20190759321194102,0.798092406788059,0.5039968819116534,204.8780487804878,118.5737976782753,137.73584905660377,0.6344198989499215,0.5678255634800529,0.4239519914348814,0.3935496342350052,0.5722317333806006,High Reliability,0.07066765762417937,83.8364570723738,0.20190759321194102,0.4699687522850245,Low Risk Stabilizer,Clutch Finisher,No Strong Specialist Tag,No Major Weakness Tag,Death,0.5799356136493313,0.5501884711829179,0.4513802601518978,0.45868222892962585,0.5564910599866977,0.5521980834331406
FY Fazal,36,51.9,22,34.9,2,3.3,3,6.0,1.4416666666666667,67.2447013487476,0.06358381502890173,0.11560693641618497,36,84.67169094012851,0.17394166339973738,0.009408965554534146,0.13275529865125243,0.0021986075485525836,0.3303055326176713,0.6696944673823286,0.1586709911390054,75.0,64.28571428571429,55.55555555555556,0.0,0.0,0.0,0.0,0.0,Low Reliability,0.11560693641618497,53.346367165233175,0.3303055326176713,0.15960770415239917,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator, Low Sample Confidence",Death,0.03999753891703424,0.03999753891703424,0.03206398936008397,0.040107469294461864,0.0559745684083624,0.06390811796531268
G Gambhir,2116,1270.4,2460,1232.6000000000001,321,170.6,76,85.9,0.6003780718336484,97.02455919395466,0.13428841309823678,0.06761649874055416,2116,97.02905052017738,0.2668168989481656,0.33885794624993243,0.2803779291657126,0.7643825577134481,0.19318999640158327,0.8068100035984167,0.4118934222209685,135.71428571428572,120.98930481283423,112.22741433021808,0.25747555278338935,0.0,0.22373832977137093,0.18778740038755776,0.0,High Reliability,0.06761649874055416,63.588966836035894,0.19318999640158327,0.2638679401541543,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Death,0.3334947379647845,0.21763073921225934,0.3334782501066487,0.36632312318785115,0.34853431987670647,0.3691289909877549
GC Smith,399,306.3,370,224.6,51,30.6,19,23.8,0.7676691729323308,73.32680378713678,0.09990205680705191,0.07770159973881816,399,75.98741844847153,0.10867255408842691,0.07819174822905965,0.2085833852729054,0.13521436423598387,0.22200457068233756,0.7779954293176624,0.18847657663928233,116.66666666666667,113.22314049586777,82.33082706766918,0.0,0.0,0.15434654978251802,0.25085387331242376,0.0,High Reliability,0.07770159973881816,49.58853334136499,0.22200457068233756,0.12135641503400202,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Death,0.06740129879521817,0.06740129879521817,0.1824295582043672,0.19283018262286927,0.09300967467094559,0.10243350350290972
