batter,pressure_balls,pressure_exposure,total_runs,weighted_runs,total_boundaries,weighted_boundaries,dismissals,weighted_dismissals,pressure_avg_score_per_ball,pressure_adjusted_sr_raw,pressure_boundary_rate_raw,pressure_dismissal_rate_raw,reliability_raw,pressure_adjusted_sr_reliable,pressure_adjusted_sr_reliable_norm,pressure_exposure_norm,pressure_boundary_rate_raw_norm,reliability_raw_norm,pressure_dismissal_rate_norm_temp,pressure_dismissal_rate_norm,batter_clutch_index,death_strike_rate,middle_strike_rate,pp_strike_rate,death_specialist_score,high_rrr_specialist_score,collapse_specialist_score,stabilizer_score,accelerator_score,reliability_label,risk_score_raw,reward_score_raw,risk_score_norm,reward_score_norm,risk_reward_profile,batter_role,strength_tags,weakness_tags,best_phase,death_finish_fit,high_pressure_chase_fit,collapse_situation_fit,controlled_chase_fit,comfortable_chase_fit,neutral_situation_fit
M Vijay,1018,796.7,1117,674.6,139,84.6,44,61.300000000000004,0.7826129666011788,84.67428141081963,0.10618802560562318,0.07694238734780971,1018,85.26158674954169,0.17837519241484623,0.2107824582274374,0.22170772618871026,0.36203737632832544,0.21983539242231342,0.7801646075776866,0.27908479474674996,142.85714285714286,128.125,101.67597765363128,0.0,0.0,0.1854372818587562,0.1891226947500001,0.0,High Reliability,0.07694238734780971,55.404473073949944,0.21983539242231342,0.18055732774953043,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Death,0.1240768051359363,0.1240768051359363,0.23157815182960131,0.24545907348660384,0.17008715342702757,0.18404139316436507
M Vohra,393,391.5,534,470.3,75,64.7,23,28.3,0.9961832061068703,120.12771392081738,0.1652618135376756,0.07228607918263091,393,117.54209422839135,0.4209884882649867,0.10122749148326395,0.34504663493169246,0.1330157566874313,0.20653165480751687,0.7934683451924831,0.3396970868647643,228.57142857142856,154.44444444444446,128.04054054054055,0.0,0.0,0.5053246689719673,0.4236865616778126,0.0,High Reliability,0.07228607918263091,77.13572907854183,0.20653165480751687,0.40176150954644957,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator",Death,0.10487663521930576,0.10487663521930576,0.39594328888430763,0.3608826534353052,0.14549713174015375,0.16248198608339198
MA Agarwal,1069,1035.7,1387,1228.1,187,174.6,57,80.7,0.9688493919550982,118.57680795597179,0.16858163560876702,0.07791831611470502,1069,117.6224878259428,0.4215927091149837,0.27540150327150814,0.35197802101345604,0.38072554049102236,0.22262376032772863,0.7773762396722714,0.41136054249319404,210.25641025641028,133.42618384401115,123.09985096870342,0.0,0.325868530434668,0.32366173390549624,0.33497729100472945,0.29131361590871513,High Reliability,0.07791831611470502,77.31675811991636,0.22262376032772863,0.4036042185445062,Low Risk Stabilizer,Anchor / Stabilizer,No Strong Specialist Tag,"Weak at Death, Poor Accelerator",Death,0.20364600908325914,0.3485591020525621,0.352589955885673,0.36095964235425754,0.29294970194800113,0.3058630311824157
MA Starc,56,231.70000000000002,61,263.20000000000005,7,30.900000000000002,4,18.0,4.1375,113.595166163142,0.13336210617177385,0.07768666378938281,56,105.87061771162348,0.33326820112185906,0.05802195425296058,0.2784439125828855,0.009527299377061196,0.22196189654109372,0.7780381034589063,0.2659111634392184,113.1578947368421,100.0,,0.0,0.0,0.32931315458769483,0.4190497024646228,0.0,Low Reliability,0.07768666378938281,68.85685487384504,0.22196189654109372,0.31749019111632243,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator, Low Sample Confidence",Powerplay,0.06790688576636378,0.06790688576636378,0.2910990150456365,0.28091327751537376,0.09497436707913867,0.1082699252510996
MC Henriques,235,281.7,271,287.6,33,34.3,13,30.1,1.1987234042553192,102.09442669506568,0.1217607383741569,0.1068512602058928,235,101.23911033556692,0.2984587957865945,0.07154058292326826,0.25422166284786096,0.07511909124221326,0.3052893148739794,0.6947106851260205,0.2525638165254046,113.04347826086956,116.66666666666667,114.28571428571428,0.0,0.0,0.2521618805079656,0.27956232683193205,0.0,High Reliability,0.1068512602058928,65.61389573630642,0.3052893148739794,0.284479852345821,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Middle,0.07440881781768315,0.07440881781768315,0.23253596090258216,0.22644396287256313,0.10342115403233426,0.11604934485860449
MC Juneja,65,118.9,71,132.1,8,16.7,3,8.7,1.8292307692307692,111.10176619007568,0.14045416316232126,0.07317073170731707,65,105.06583456218311,0.32721962544632754,0.027523927972746443,0.29325126793587686,0.012825210699890071,0.2090592334494773,0.7909407665505227,0.2613981842234976,55.55555555555556,111.90476190476191,135.71428571428572,0.0,0.0,0.0,0.0,0.0,Low Reliability,0.07317073170731707,68.65766726380272,0.2090592334494773,0.3154626446047824,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator, Low Sample Confidence",Powerplay,0.0672733276608579,0.0672733276608579,0.05420341844968303,0.06791458819585242,0.09405440661820216,0.10712431582937706
MD Mishra,128,137.8,149,157.3,23,23.3,9,13.6,1.0765625,114.15094339622642,0.16908563134978227,0.09869375907111755,128,109.39481419670292,0.3597552978637184,0.03263396961012275,0.3530303030303031,0.035910589959692193,0.2819821687746215,0.7180178312253784,0.280571830138549,222.22222222222223,96.29629629629629,111.95652173913044,0.0,0.0,0.0,0.0,0.0,Medium Reliability,0.09869375907111755,72.40031377201304,0.2819821687746215,0.35355934083020185,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Death,0.07552954602859109,0.07552954602859109,0.06150095452166363,0.07732507552657569,0.1053822585404306,0.11941085004735805
MEK Hussey,592,488.6,664,437.0,86,58.9,21,30.2,0.8253378378378379,89.4392140810479,0.12054850593532541,0.061809250920998766,592,90.04512602535279,0.21432723654840025,0.12748066836100144,0.25169066845284616,0.20593624038109198,0.17659785977428216,0.8234021402257179,0.2622112786392229,165.2173913043478,137.12871287128715,95.09536784741145,0.0,0.0,0.12053956728021854,0.21585392168376688,0.0,High Reliability,0.061809250920998766,58.84901585262469,0.17659785977428216,0.21561960242248218,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Death,0.09644325571696952,0.09644325571696952,0.1855119991180375,0.20639685378138622,0.1329611955999464,0.14607175953190757
MF Maharoof,61,163.5,80,219.6,11,32.0,4,10.7,2.680327868852459,134.3119266055046,0.19571865443425077,0.0654434250764526,61,117.60345671380105,0.42144967540204015,0.0395825447466609,0.40863682698545095,0.011359472334188348,0.18698121450415026,0.8130187854958497,0.32079770255767914,170.0,115.38461538461537,50.0,0.0,0.0,0.3999079649732429,0.4363495469760247,0.0,Low Reliability,0.0654434250764526,78.39082020565067,0.18698121450415026,0.41453718186810545,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator, Low Sample Confidence",Death,0.08190334648954804,0.08190334648954804,0.33491403409496745,0.31517525454251466,0.11455109036202536,0.13059097548990933
MG Johnson,64,331.7,67,334.40000000000003,7,33.4,7,34.5,5.1828125,100.81398854386497,0.10069339764847754,0.10400964727163099,64,99.23729332546927,0.2834135731293337,0.08505921159357595,0.21023560902970012,0.01245877610846464,0.2971704207760885,0.7028295792239114,0.23406438726356454,110.41666666666667,87.5,,0.0,0.0,0.30533481446080574,0.3915731606556103,0.0,Low Reliability,0.10400964727163099,63.57011190122066,0.2971704207760885,0.2636760142743177,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator, Low Sample Confidence",Powerplay,0.06038491323216083,0.06038491323216083,0.26870890981720746,0.25912542115920884,0.08441429076394051,0.09611751012711875
MJ Clarke,78,71.1,82,69.3,11,11.6,5,4.2,0.9115384615384615,97.46835443037976,0.16315049226441633,0.059071729957805914,78,97.37099857707625,0.2693869064100416,0.014600118963932297,0.3406384520308572,0.01758886038842067,0.16877637130801687,0.8312236286919832,0.24753124608889313,,84.21052631578947,111.86440677966101,0.0,0.0,0.0,0.0,0.0,Low Reliability,0.059071729957805914,64.94861883682239,0.16877637130801687,0.2777079459181548,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator, Low Sample Confidence",Powerplay,0.06452114058048639,0.06452114058048639,0.05214457827604173,0.06540058359990741,0.09015370820879673,0.1025302705132414
MJ Guptill,49,27.0,88,30.1,16,6.1,2,1.5,0.5510204081632653,111.4814814814815,0.22592592592592592,0.05555555555555555,49,104.27827035241144,0.3213004635883081,0.0026766884767209214,0.47170594837261515,0.006962257237083181,0.1587301587301587,0.8412698412698413,0.28498273809910635,,200.0,177.77777777777777,0.0,0.0,0.0,0.0,0.0,Low Reliability,0.05555555555555555,71.6039992484839,0.1587301587301587,0.34545359201416265,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator, Low Sample Confidence",Middle,0.07229002311033907,0.07229002311033907,0.05804088620538375,0.07263813597219322,0.10113640978210385,0.11538554668705918
MJ Lumb,112,88.6,173,117.9,34,24.1,4,5.300000000000001,0.7910714285714285,133.06997742663657,0.2720090293453725,0.0598194130925508,112,122.00489903752737,0.45452996168171533,0.019331638998539985,0.5679218824817022,0.030047636496885306,0.1709126088358594,0.8290873911641405,0.3582824794355963,,142.85714285714286,157.14285714285714,0.0,0.0,0.0,0.0,0.0,Medium Reliability,0.0598194130925508,84.08330059633133,0.1709126088358594,0.47248139213139856,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Powerplay,0.09407776533343187,0.09407776533343187,0.07616364136165206,0.09558014715827615,0.13140839510183577,0.1493225190736156
MJ McClenaghan,46,183.3,63,244.8,9,35.6,8,32.1,3.9847826086956526,133.55155482815059,0.19421713038734315,0.17512274959083468,46,114.62841348324025,0.39908989546562124,0.04493592170010274,0.4055018267784226,0.005862953462806889,0.5003507131166705,0.49964928688332955,0.2802927882507864,150.0,130.43478260869566,0.0,0.0,0.0,0.3196562652096613,0.31197979161649514,0.0,Low Reliability,0.17512274959083468,76.54573330543786,0.5003507131166705,0.3957558956866006,Moderate Profile,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator, Low Sample Confidence",Death,0.07095264008211763,0.07095264008211763,0.26279545465756665,0.24436996786296353,0.09927506658033662,0.11328970599287595
MJ Santner,59,144.8,55,139.9,6,14.399999999999999,5,16.5,2.4542372881355936,96.6160220994475,0.09944751381215468,0.11395027624309391,59,96.89267409324349,0.2657919232895154,0.034526577623965826,0.20763435459568058,0.010626603151337488,0.32557221783741114,0.6744277821625888,0.2134040067189109,163.63636363636365,80.95238095238095,74.07407407407408,0.0,0.0,0.2815054817675909,0.37370034498942456,0.0,Low Reliability,0.11395027624309391,62.11350500843228,0.32557221783741114,0.24884909695987784,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Accelerator, Low Sample Confidence",Death,0.05494499215242835,0.05494499215242835,0.2503020707708753,0.242572539409812,0.0768167229818863,0.08748692331783187
MK Lomror,115,238.4,155,325.40000000000003,19,47.1,11,33.7,2.0730434782608698,136.49328859060404,0.19756711409395974,0.14135906040268456,115,124.59202642554912,0.47397425024512707,0.0598334504947818,0.41249618669920696,0.031146940271161598,0.40388302972195583,0.5961169702780442,0.32771455627036694,173.6842105263158,156.25,68.75,0.0,0.0,0.4572373861170138,0.38186804976453026,0.0,Medium Reliability,0.14135906040268456,82.65790041908785,0.40388302972195583,0.4579721304544066,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator",Death,0.08660068010826598,0.08660068010826598,0.3485769191826858,0.31325932176281246,0.12092948274886074,0.1373152105623791
MK Pandey,1770,2058.7,2024,2283.4,232,275.9,71,108.6,1.1631073446327682,110.91465487929277,0.13401661242531696,0.052751736532763396,1770,110.53840401573865,0.36835027101520024,0.5519926458660033,0.2798104423061921,0.6375961890802492,0.15071924723646682,0.8492807527635332,0.4802777075636003,152.3489932885906,109.63302752293578,112.28304405874499,0.42673892031536387,0.45597535755829594,0.3906015012374055,0.463285296380699,0.4144647028060253,High Reliability,0.052751736532763396,71.68370690645587,0.15071924723646682,0.34626494259881874,Low Risk Stabilizer,Clutch Finisher,No Strong Specialist Tag,No Major Weakness Tag,Death,0.46991107481575495,0.4809919388374609,0.4637568944648944,0.48785881868767567,0.48458039522788904,0.4961731764162219
MK Tiwary,731,983.5,805,1112.4,99,150.4,33,71.0,1.3454172366621067,113.10625317742758,0.15292323335027963,0.07219115404168785,731,112.08915140204313,0.3800053521711837,0.2612880549397069,0.31928517508588694,0.25687064858922687,0.20626044011910813,0.7937395598808918,0.3700570813957711,146.28099173553719,102.63157894736842,103.64583333333333,0.4106811075443676,0.4518788560007152,0.40767865974247575,0.4786317342392796,0.42325095574233507,High Reliability,0.07219115404168785,73.37042017523706,0.20626044011910813,0.36343413100044225,Low Risk Stabilizer,Clutch Finisher,No Strong Specialist Tag,No Major Weakness Tag,Death,0.3793390093936425,0.39644660118607994,0.3952714110243485,0.3929452389990312,0.36884306865082256,0.3719089549851704
ML Hayden,372,233.20000000000002,490,270.2,67,39.1,10,8.2,0.6268817204301076,115.86620926243567,0.16766723842195538,0.035162950257289875,372,113.65683890502892,0.3917877515715543,0.05842751311306981,0.350068870523416,0.12532063026749726,0.10046557216368535,0.8995344278363147,0.32966247115350417,140.0,145.0,122.1698113207547,0.0,0.0,0.0,0.0,0.0,High Reliability,0.035162950257289875,74.90079287989556,0.10046557216368535,0.37901191637588444,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Middle,0.10121371232850063,0.10121371232850063,0.08473058877082543,0.1074797438418755,0.1404459909572259,0.15692911451490113
MM Ali,268,353.4,323,384.5,42,53.0,16,30.9,1.3186567164179104,108.80022637238258,0.14997170345217883,0.08743633276740238,268,106.97929823929142,0.3416008036076976,0.09092629643648947,0.3131227384198522,0.08721143275925247,0.24981809362114962,0.7501819063788504,0.2898938970451277,117.3913043478261,122.68041237113403,113.72549019607843,0.0,0.34316184820724166,0.29865643270373776,0.3062127708304198,0.318039499073236,High Reliability,0.08743633276740238,70.18644708166201,0.24981809362114962,0.3310242158589129,Low Risk Stabilizer,Anchor / Stabilizer,No Strong Specialist Tag,"Weak at Death, Weak in Collapse",Middle,0.1332611140361552,0.2864278282727137,0.26707626011201346,0.2568215171445269,0.19841502528595417,0.2020322150113499
MM Sharma,60,279.1,69,330.5,8,38.7,5,19.200000000000003,4.651666666666667,118.41633823002506,0.13865997850232892,0.06879254747402365,60,108.78124060088766,0.35514381173931664,0.07083761423241228,0.28950522784274135,0.010993037742762916,0.19655013564006754,0.8034498643599325,0.281644773816028,114.28571428571428,115.99999999999999,,0.0,0.0,0.3458878527561576,0.4218497174376092,0.0,Low Reliability,0.06879254747402365,70.81514350062575,0.19655013564006754,0.33742376666840784,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator, Low Sample Confidence",Powerplay,0.07206014911542143,0.07206014911542143,0.30179548088648533,0.2894347726569543,0.10077427838416238,0.11485651707496378
MN Samuels,67,83.7,45,30.1,4,0.8,6,11.7,1.2492537313432837,35.961768219832734,0.009557945041816009,0.13978494623655913,67,62.140125154059234,0.004599299758020148,0.018006813388849834,0.019955830708518883,0.013558079882740931,0.39938556067588316,0.6006144393241168,0.07052961310207868,100.0,71.1864406779661,28.57142857142857,0.0,0.0,0.0,0.0,0.0,Low Reliability,0.13978494623655913,37.66639289410818,0.39938556067588316,0.0,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator, Low Sample Confidence",Death,0.01966611525793081,0.01966611525793081,0.01613963460282688,0.020344019252067858,0.027396980562275724,0.030923461217379662
MN van Wyk,37,17.3,32,11.6,3,2.3,1,0.0,0.46756756756756757,67.05202312138728,0.1329479768786127,0.0,37,84.38943710100537,0.17182030473705556,5.4074514681230236e-05,0.27757926081625506,0.0025650421399780153,0.0,1.0,0.21076058224119343,,90.9090909090909,80.0,0.0,0.0,0.0,0.0,0.0,Low Reliability,0.0,55.95158133574773,0.0,0.18612638622363525,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator, Low Sample Confidence",Middle,0.05307490188129506,0.05307490188129506,0.04253687276923539,0.053203153988293964,0.0742792122124133,0.08481724132447298
MP Stoinis,617,1473.1000000000001,872,2002.5,117,268.6,24,74.0,2.3875202593192872,135.93781820650327,0.18233656913990903,0.050234199986423186,617,133.03536732490053,0.5374325699422415,0.3936624668793598,0.38069665496181015,0.21509710516672773,0.1435262856754948,0.8564737143245051,0.4687219568044998,158.659217877095,135.7377049180328,130.82706766917295,0.4566039161071426,0.524163515628278,0.447944366263752,0.5267767503571594,0.4959129960415821,High Reliability,0.050234199986423186,87.11468316053667,0.1435262856754948,0.5033380761485027,Low Risk Stabilizer,Clutch Finisher,No Strong Specialist Tag,No Major Weakness Tag,Death,0.42930376663058556,0.4582930604357617,0.43688089123069973,0.43416064611222666,0.42237113814674454,0.42666169010222965
MR Marsh,320,448.3,405,456.7,52,53.6,18,42.7,1.4009375,101.8737452598706,0.11956279277269685,0.09524871737675664,320,101.24474231203982,0.2985011245007615,0.11658465365273347,0.24963261884966106,0.10626603151337485,0.27213919250501895,0.727860807494981,0.2688882588348048,137.93103448275863,110.96774193548387,141.91176470588235,0.0,0.20712875683152787,0.2691560126849267,0.3043291665255702,0.1545138807242882,High Reliability,0.09524871737675664,65.52935709813175,0.27213919250501895,0.28361932682977625,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Accelerator",Powerplay,0.10633905154435067,0.19691624831317625,0.25346225319933047,0.24882168183231107,0.1539925670759287,0.17023426120290247
MS Bisla,495,508.1,530,550.5,76,87.9,23,27.8,1.0264646464646465,108.34481401298956,0.17299744144853377,0.05471363904743161,495,107.32410845637793,0.3441923224450322,0.13275293354242146,0.36119768835769633,0.1703920850128252,0.15632468299266172,0.8436753170073383,0.32833351339280925,206.25,112.21374045801527,100.57471264367817,0.0,0.0,0.0,0.0,0.0,High Reliability,0.05471363904743161,71.3143627317681,0.15632468299266172,0.34250535889385464,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Death,0.1076421911001261,0.1076421911001261,0.09122551543048563,0.11616179535076736,0.14899514669004826,0.16541182235968876
MS Dhoni,1693,3715.7000000000003,2178,5106.900000000001,251,644.6,61,176.9,2.194743059657413,137.44112818580618,0.1734800979626988,0.04760879511263019,1693,136.2873127887929,0.5618734870324321,1.0,0.362205416655453,0.6093807255404909,0.1360251288932291,0.863974871106771,0.6568848032530415,173.2484076433121,104.01203610832496,77.94117647058823,0.7751754244367469,0.6950529470932936,0.7907105519790214,0.8659539952502635,0.6562612174260741,High Reliability,0.04760879511263019,88.71159159178369,0.1360251288932291,0.5195931339723099,Low Risk Stabilizer,Clutch Finisher,"Death Specialist, High RRR Specialist, Collapse Specialist, Stabilizer, Accelerator",No Major Weakness Tag,Death,0.7028964332547812,0.6649017319668662,0.7555567890858564,0.7473233546547551,0.6708862154905306,0.6786757407153229
MS Gony,36,141.29999999999998,31,124.49999999999999,4,16.2,5,16.599999999999998,3.9249999999999994,88.1104033970276,0.11464968152866242,0.11748053786270346,36,93.40617086731548,0.23958812091160175,0.03358027361704428,0.2393746381007528,0.0021986075485525836,0.3356586796077241,0.6643413203922759,0.20522142197467297,108.0,36.36363636363637,,0.0,0.0,0.24622995958262275,0.3222200402880251,0.0,Low Reliability,0.11748053786270346,60.62968978153579,0.3356586796077241,0.23374522385037638,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Accelerator, Low Sample Confidence",Powerplay,0.05163514662595113,0.05163514662595113,0.22042106943227285,0.21376808302071212,0.07226721920084604,0.08252829029957971
MS Wade,107,163.5,106,147.1,14,20.7,7,12.1,1.52803738317757,89.96941896024464,0.12660550458715597,0.07400611620795107,107,92.2782420448555,0.23111085241510487,0.0395825447466609,0.2643369474562136,0.02821546353975815,0.2114460463084316,0.7885539536915684,0.22309910693392676,,90.56603773584906,107.40740740740742,0.0,0.0,0.0,0.0,0.0,Medium Reliability,0.07400611620795107,60.431165410399544,0.2114460463084316,0.23172442850036706,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator",Powerplay,0.06000709626444541,0.06000709626444541,0.04885214091774908,0.06141786944143332,0.08372778013482599,0.09488273548152235
MV Boucher,181,378.7,244,518.9,27,54.900000000000006,7,19.3,2.0922651933701655,137.02138896223923,0.14496963295484555,0.050963823607076846,181,128.40617997602354,0.5026406014282805,0.09776672254366517,0.30267902153299575,0.05533162330524001,0.14561092459164812,0.8543890754083519,0.3597500893466158,173.33333333333334,116.66666666666667,56.25,0.0,0.0,0.40767582962658655,0.4455987980330174,0.0,Medium Reliability,0.050963823607076846,82.84249330380794,0.14561092459164812,0.459851116097087,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator",Death,0.09823726583243994,0.09823726583243994,0.3547197927239981,0.33849859223457535,0.13697885593236353,0.15496636039969433
Mandeep Singh,652,868.6,813,1057.0,109,133.6,33,62.8,1.3322085889570552,121.69007598434263,0.1538107299102003,0.07230025328114206,652,119.94713064684834,0.4390642205781722,0.23022224625533985,0.32113816032766074,0.2279223158666178,0.20657215223183445,0.7934278477681656,0.3833719936882952,165.1685393258427,115.85365853658536,120.18927444794953,0.46749890326969523,0.45731224626665445,0.3520664714724514,0.40998650566286415,0.437864095138712,High Reliability,0.07230025328114206,78.120707584517,0.20657215223183445,0.4117876840324411,Low Risk Stabilizer,Clutch Finisher,No Strong Specialist Tag,No Major Weakness Tag,Death,0.40608546654423616,0.40052906333647065,0.35418596112234835,0.3553360328718901,0.3827304654028439,0.3838954905559116
Mohammad Nabi,76,235.1,104,314.8,14,42.4,6,22.4,3.093421052631579,133.90046788600597,0.18034878774989366,0.09527860484900043,76,119.3443788224809,0.4345340685418301,0.058941221002541504,0.37654640836265685,0.016855991205569805,0.2722245852828583,0.7277754147171417,0.31738977302418847,150.0,125.0,,0.0,0.0,0.3537398048159433,0.41190741594143404,0.0,Low Reliability,0.09527860484900043,78.8205788034843,0.2722245852828583,0.41891172878724775,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator, Low Sample Confidence",Powerplay,0.08187584193688259,0.08187584193688259,0.310479129197409,0.2976341980398517,0.11445761879957991,0.13032710745078935
Mohammed Shami,47,188.9,54,208.9,8,31.4,7,27.1,4.019148936170213,110.58761249338274,0.16622551614610903,0.14346214928533615,47,103.69663875757861,0.3169290466183171,0.0464500081111772,0.3470587291656641,0.006229388054232321,0.4098918551009604,0.5901081448990396,0.24806565234245073,130.0,88.23529411764706,,0.0,0.0,0.3199198195209612,0.34695911595461904,0.0,Low Reliability,0.14346214928533615,68.86700390039152,0.4098918551009604,0.3175934988640558,Low Risk Stabilizer,Aggressive Accelerator,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Poor Accelerator, Low Sample Confidence",Powerplay,0.06295082129374753,0.06295082129374753,0.26525524547366425,0.24868194518476802,0.08806885593070421,0.10047213854782676
Mohammed Siraj,83,436.5,82,428.5,12,63.300000000000004,5,27.900000000000002,5.259036144578313,98.1672394043528,0.1450171821305842,0.06391752577319589,83,97.81080483351444,0.27269239488415853,0.11339425728654086,0.30277829844840165,0.019421033345547817,0.18262150220913106,0.8173784977908689,0.2618235589591509,100.0,83.33333333333334,,0.0,0.30010075816237547,0.3458820610587821,0.4470228730997274,0.2630712976288484,Low Reliability,0.06391752577319589,64.48717018533202,0.18262150220913106,0.2730108234245147,Low Risk Stabilizer,Anchor / Stabilizer,No Strong Specialist Tag,"Weak at Death, Poor Accelerator, Low Sample Confidence",Powerplay,0.10782973938594714,0.24102360753233976,0.305386409492107,0.29497451420555826,0.16129027671202448,0.16863378188524503
N Jagadeesan,62,122.6,76,143.8,11,21.7,4,11.4,1.9774193548387096,117.29200652528549,0.1769983686786297,0.09298531810766722,62,108.33089800771283,0.3517591344425476,0.028524306494349207,0.3695511394532603,0.01172590692561378,0.26567233745047775,0.7343276625495223,0.2770328382876722,,120.6896551724138,124.24242424242425,0.0,0.0,0.0,0.0,0.0,Low Reliability,0.09298531810766722,72.07847355177289,0.26567233745047775,0.3502833036525754,Low Risk Stabilizer,Balanced Pressure Batter,No Strong Specialist Tag,"Weak at Death, Weak in High RRR, Weak in Collapse, Poor Stabilizer, Poor Accelerator, Low Sample Confidence",Powerplay,0.07101709561076013,0.07101709561076013,0.05716545369637652,0.07160339095704081,0.09930667478580803,0.11315831670019165
N Pooran,611,1144.3,1000,1740.0,141,250.3,27,69.4,1.8728314238952537,152.0580267412392,0.21873634536397799,0.0606484313554138,611,147.90984948743312,0.6492259531125842,0.3047639647434164,0.45669497562357836,0.21289849761817514,0.1732812324440394,0.8267187675559606,0.503754071935576,155.88235294117646,167.78042959427208,151.78571428571428,0.44883561913509534,0.5647385308692586,0.5139055932519234,0.4974306475405199,0.5507682364042912,High Reliability,0.0606484313554138,97.495363507019,0.1732812324440394,0.6090038463209113,Low Risk Stabilizer,Clutch Finisher,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.4424645566980568,0.493922352255182,0.4626054882157408,0.4454000627970957,0.4463528076291785,0.44679615829873626
N Rana,1118,1489.8,1436,1834.8,195,263.9,46,86.0,1.3325581395348838,123.15747080144985,0.17713787085514834,0.05772586924419385,1118,122.0470963427372,0.4548471074793662,0.3981776888552425,0.3698424030884765,0.39868083547086847,0.16493105498341099,0.835068945016589,0.46035976104835563,164.86486486486487,131.7111459968603,116.70761670761671,0.0,0.5641844359465843,0.3628679580461179,0.3716370520798409,0.5454348579947382,High Reliability,0.05772586924419385,80.31377263984825,0.16493105498341099,0.4341110675078122,Low Risk Stabilizer,Anchor / Stabilizer,No Strong Specialist Tag,Weak at Death,Death,0.2567072942819299,0.5096528115603005,0.3899305237687088,0.3974726671934305,0.37722079795978275,0.3767169587028328
