batter,pressure_adjusted_sr_reliable,pressure_exposure,pressure_boundary_rate_raw,pressure_dismissal_rate_raw,death_specialist_score,high_rrr_specialist_score,collapse_specialist_score,stabilizer_score,accelerator_score,cluster,batter_role
AC Voges,95.65385798410422,84.9,0.07538280329799764,0.10247349823321553,0.0,0.0,0.2345962994158189,0.32056534115078883,0.0,1,Aggressive Accelerator
AD Hales,125.24289732162573,72.3,0.22130013831258646,0.04149377593360996,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
AD Mascarenhas,94.97593450793778,80.89999999999999,0.03337453646477133,0.20766378244746603,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
AD Mathews,109.23315915076013,558.4,0.09939111747851004,0.0857808022922636,0.0,0.36367142127342944,0.3436163333651844,0.4350408851944412,0.3309584464890947,0,Anchor / Stabilizer
AD Nath,76.03609446877697,49.2,0.0,0.21951219512195122,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
AD Russell,145.1921662893583,1629.3,0.22439084269318113,0.08230528447799669,0.5103196728921956,0.6206034797677821,0.5945990070432297,0.6185972529465978,0.6197841798582711,2,Clutch Finisher
AJ Finch,113.75657692683392,865.4,0.15160619366766812,0.06898544025883985,0.0,0.36189505215652673,0.34419435373791024,0.4158495022285238,0.3245580374453644,0,Anchor / Stabilizer
AJ Turner,89.1179832821064,77.10000000000001,0.07003891050583658,0.19714656290531773,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
AJ Tye,110.014904973781,162.0,0.15493827160493828,0.09197530864197531,0.0,0.0,0.3570683930671547,0.3929288749823514,0.0,1,Aggressive Accelerator
AK Markram,124.09178401110562,641.7,0.1587969456132149,0.047374162381175,0.0,0.394981701426943,0.3971181036421208,0.431636801921683,0.35942122250146297,0,Anchor / Stabilizer
AL Menaria,92.14172340094568,190.6,0.09233997901364115,0.06715634837355719,0.0,0.0,0.1549447048861523,0.277721756378435,0.0,1,Aggressive Accelerator
AM Nayar,107.92916266240415,555.8,0.13422094278517452,0.08582223821518534,0.0,0.2907988721693548,0.3617073501924413,0.3957743166288187,0.2629258158993163,0,Anchor / Stabilizer
AM Rahane,103.30497121420144,1775.3,0.1248239734129443,0.05965188982143863,0.241879427759976,0.35530945562759814,0.1982528486194878,0.19974137417202134,0.3197200537692699,0,Anchor / Stabilizer
AP Majumdar,96.60633222633192,40.7,0.11547911547911548,0.09828009828009827,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
AP Tare,123.93455872927072,159.1,0.18981772470144564,0.08925204274041483,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
AR Patel,126.54513205090679,1797.2,0.14544847540618738,0.07890051190741153,0.4077665711377144,0.47641950982660364,0.6595758111216866,0.7550671853934037,0.4569462795068778,2,Clutch Finisher
AS Raut,109.73707071253884,307.0,0.11758957654723128,0.06058631921824105,0.0,0.0,0.35331174722280073,0.4623371808067047,0.0,1,Aggressive Accelerator
AT Rayudu,111.44201562946873,2238.3,0.13550462404503416,0.0666577313139436,0.4305679965558001,0.4852064898740632,0.4372126950467578,0.4909982817130209,0.4561800759652196,2,Clutch Finisher
Abdul Samad,125.63032649596582,703.2,0.15713879408418657,0.08887940841865756,0.37913878130095996,0.3559655071938944,0.4383882286168742,0.5048001597322612,0.32254006235852795,2,Clutch Finisher
Abhishek Sharma,105.15421527901837,548.6,0.13707619394823187,0.11155668975574189,0.0,0.27715257367978047,0.09763318701212163,0.05097902544360192,0.249107096342052,3,Balanced Pressure Batter
Abishek Porel,100.75992260989848,218.2,0.14069660861594868,0.10540788267644363,0.0,0.3148188503336833,0.09797886861697346,0.15192458521157,0.29519385190479774,3,Balanced Pressure Batter
Aman Hakim Khan,90.0686920829824,154.70000000000002,0.07692307692307691,0.10148674854557206,0.0,0.0,0.24625171967730114,0.35821576848841985,0.0,1,Aggressive Accelerator
Anmolpreet Singh,104.3175340250847,77.7,0.17117117117117117,0.11711711711711713,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
Anuj Rawat,99.47219157576639,224.0,0.15758928571428574,0.08080357142857143,0.0,0.0,0.30133019189443866,0.28315656408825696,0.0,1,Aggressive Accelerator
Anureet Singh,81.74904953177602,175.4,0.054732041049030795,0.11801596351197265,0.0,0.0,0.1852839301675793,0.3293428579896523,0.0,1,Aggressive Accelerator
Arshad Khan,124.23922299146047,126.3,0.2209026128266033,0.03879651623119557,0.0,0.0,0.45991814085326205,0.48182500076178175,0.0,1,Aggressive Accelerator
Ashutosh Sharma,144.68544176903598,264.3,0.23609534619750283,0.05183503594400302,0.0,0.0,0.5005557300080402,0.5148510871567391,0.0,1,Aggressive Accelerator
Atharva Taide,120.9764189754492,185.2,0.1808855291576674,0.041036717062634995,0.0,0.452614778509971,0.0,0.0,0.4195018251602846,0,Anchor / Stabilizer
Azhar Mahmood,88.68645385222902,175.7,0.10187820147979511,0.09675583380762665,0.0,0.0,0.15338940802302808,0.23727073864782644,0.0,1,Aggressive Accelerator
B Chipli,110.04438786769033,131.0,0.16183206106870232,0.08854961832061069,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
B Kumar,89.39192497520841,1048.2,0.09654646059912231,0.09521083762640717,0.1947487720413751,0.2777518273972187,0.4164150387682696,0.5464392419017707,0.23633982563566855,1,Aggressive Accelerator
B Lee,108.84220946959991,187.9,0.16072378924960085,0.09047365620010643,0.0,0.0,0.34550115770913464,0.3944251819448139,0.0,1,Aggressive Accelerator
B Sai Sudharsan,120.44147940669411,303.9,0.15136558078315238,0.03981572885817703,0.0,0.4060044153748771,0.0,0.0,0.36897218444537827,0,Anchor / Stabilizer
BA Stokes,131.35177567421064,473.6,0.17820945945945946,0.07200168918918919,0.0,0.23121022403714886,0.4040760391997338,0.4181610916867277,0.18013937126497281,0,Anchor / Stabilizer
BB McCullum,102.78439614461782,847.2,0.14636449480642114,0.06964117091595845,0.0,0.27593830325364443,0.0,0.0,0.2308425401060245,3,Balanced Pressure Batter
BCJ Cutting,127.38033246500696,180.4,0.19456762749445677,0.0770509977827051,0.0,0.0,0.42644254851465546,0.41709633127659157,0.0,1,Aggressive Accelerator
BJ Hodge,129.1415096241268,922.5,0.16466124661246614,0.06092140921409214,0.47988402559796317,0.39105962388988447,0.42488675359611183,0.4843768242750481,0.3709984367834072,2,Clutch Finisher
BJ Rohrer,134.3324240884168,134.3,0.20551005212211465,0.0573343261355175,0.0,0.0,0.47841024503677543,0.41906398309247617,0.0,1,Aggressive Accelerator
Bipul Sharma,137.69522878811964,295.8,0.19709263015551048,0.04665314401622718,0.0,0.0,0.46667997316882637,0.49909519039067685,0.0,1,Aggressive Accelerator
C Green,131.62141856533475,457.1,0.1826733756289652,0.03653467512579304,0.0,0.4446659564460014,0.2853640676591185,0.3854155358143253,0.41180082620192443,0,Anchor / Stabilizer
C Munro,100.63293529831407,81.5,0.15950920245398773,0.07116564417177913,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
C de Grandhomme,101.18511169632174,386.9,0.10597053502196951,0.053760661669682096,0.0,0.0,0.36615015514438354,0.4631762164561518,0.0,1,Aggressive Accelerator
CA Ingram,97.0538698386789,152.6,0.1127129750982962,0.10026212319790301,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
CA Lynn,116.94218799715283,417.4,0.1919022520364159,0.06348826066123622,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
CA Pujara,92.56142160604783,227.20000000000002,0.10871478873239436,0.057658450704225345,0.0,0.0,0.32521600480087376,0.3569608710004453,0.0,1,Aggressive Accelerator
CH Gayle,117.0722428758124,1511.1,0.18589107272847594,0.05552246707696381,0.5980566692152621,0.41959197062684866,0.4530966753974839,0.35484137145237604,0.39634000684700826,2,Clutch Finisher
CH Morris,139.98392222554372,663.5,0.1710625470987189,0.06782215523737754,0.5175121896467683,0.440077327956468,0.48067504605136885,0.5444724933868618,0.43308740124857,2,Clutch Finisher
CJ Anderson,95.73108780773676,260.3,0.12677679600461006,0.09681137149442949,0.0,0.0,0.031026836020073358,0.09550323189833838,0.0,3,Balanced Pressure Batter
CJ Ferguson,87.9943175649743,80.9,0.11248454882571074,0.07045735475896168,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
CL White,91.9317684589243,347.2,0.1028225806451613,0.09648617511520738,0.0,0.20494266261908015,0.06225876730341753,0.13096337126407281,0.172556751757778,3,Balanced Pressure Batter
CM Gautam,101.04977079888236,195.20000000000002,0.13934426229508196,0.06403688524590163,0.0,0.0,0.32572956590759694,0.4225890770380706,0.0,1,Aggressive Accelerator
CR Brathwaite,105.40480929655887,73.5,0.2204081632653061,0.16054421768707483,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
D Brevis,101.16158929565727,158.3,0.1692987997473152,0.05559065066329753,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
D Padikkal,95.99435257279632,428.4,0.12441643323996265,0.08239962651727357,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
D Wiese,119.12366003691498,262.7,0.19566044918157594,0.07803578226113438,0.0,0.0,0.40620238358388494,0.45617760239210947,0.0,1,Aggressive Accelerator
DA Miller,138.16330063540735,2075.4,0.16734123542449647,0.04548520767081045,0.6186323805420462,0.5563732248514194,0.5444536727690322,0.5731196838002168,0.5259627357392835,2,Clutch Finisher
DA Warner,120.68464970599074,2249.4,0.1709789277140571,0.054814617231261666,0.42718475894979385,0.4939630608227709,0.438647949269028,0.47277140783939336,0.46678818857905907,2,Clutch Finisher
DB Das,108.88385891194477,260.6,0.158096699923254,0.06139677666922486,0.0,0.0,0.34019033315896813,0.42667684324756316,0.0,1,Aggressive Accelerator
DB Ravi Teja,101.75162134672746,273.9,0.12048192771084339,0.12303760496531581,0.0,0.28276960574722937,0.2627837735915252,0.3220922339762163,0.25353954296178405,1,Aggressive Accelerator
DH Yagnik,91.65947439027377,141.8,0.10225669957686882,0.08110014104372355,0.0,0.0,0.2608449730562896,0.36385900207046595,0.0,1,Aggressive Accelerator
DJ Bravo,121.46284522008617,1208.1,0.14220677096266865,0.07731148083767901,0.45938794656819515,0.3185323106910989,0.48332376536998173,0.5384496382155943,0.289418046554343,2,Clutch Finisher
DJ Harris,83.2920140742667,29.2,0.10273972602739727,0.044520547945205484,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
DJ Hooda,110.4244670357226,977.7,0.11189526439603151,0.09430295591694794,0.14831185574534808,0.32344955930111324,0.3258768003221817,0.39552390091189765,0.2934012805772582,0,Anchor / Stabilizer
DJ Hussey,119.91224982642845,729.4,0.1343570057581574,0.05100082259391281,0.0,0.414550341423061,0.37813204194330574,0.42609876779232564,0.3814476312350651,0,Anchor / Stabilizer
DJ Mitchell,124.89151030220569,164.3,0.17285453438831405,0.04564820450395617,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
DJ Willey,93.6618110621679,148.8,0.09341397849462366,0.03897849462365591,0.0,0.0,0.2721931162490874,0.3921870132653329,0.0,1,Aggressive Accelerator
DJG Sammy,112.13625670409698,129.3,0.11136890951276102,0.10131477184841454,0.0,0.0,0.30729557501331084,0.3294770140475095,0.0,1,Aggressive Accelerator
DJM Short,120.53917979753685,18.4,0.23913043478260873,0.09782608695652174,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
DL Chahar,102.29047690029374,149.3,0.10113864701942397,0.14333556597454786,0.0,0.0,0.2767292673854154,0.303308680418307,0.0,1,Aggressive Accelerator
DL Vettori,100.48059397912577,206.5,0.1205811138014528,0.05859564164648911,0.0,0.0,0.31829027694071327,0.4227330437411275,0.0,1,Aggressive Accelerator
DP Conway,107.49443385232857,160.4,0.15586034912718205,0.06733167082294264,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
DPMD Jayawardene,112.09361514026888,1017.1,0.1485596303215023,0.05348539966571625,0.4323925142428421,0.28982821189818797,0.3573409274629841,0.4244758523093952,0.24843735285766627,2,Clutch Finisher
DR Sams,84.36963900477184,113.10000000000001,0.05216622458001768,0.2749778956675508,0.0,0.0,0.10461478959660715,0.10624830007574848,0.0,3,Balanced Pressure Batter
DR Smith,123.19389461002774,999.4,0.19301580948569141,0.06764058435061036,0.0,0.24350521756379692,0.2779761839019924,0.11737403288323128,0.22808298771050609,0,Anchor / Stabilizer
DS Kulkarni,89.95943870589697,417.8,0.08377213977979894,0.04834849210148397,0.0,0.0,0.2940812799484504,0.43866500012881393,0.0,1,Aggressive Accelerator
DT Christian,113.67067392302657,258.7,0.11751063007344414,0.10436799381523,0.0,0.0,0.3474386853787019,0.36639170589170317,0.0,1,Aggressive Accelerator
DW Steyn,86.55785055109777,414.90000000000003,0.06965533863581586,0.1291877560858038,0.0,0.07996242314506416,0.2657753213655769,0.38672540122013366,0.052025319575225305,1,Aggressive Accelerator
Dhruv Jurel,133.54684526646153,486.3,0.21077524162039893,0.05778326136129961,0.0,0.5378147075716116,0.4754137038680774,0.48222720514595896,0.5312028076277444,0,Anchor / Stabilizer
E Lewis,106.7330646353159,220.4,0.1556261343012704,0.03402903811252268,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
EJG Morgan,104.52007903798145,940.1,0.11668971386022764,0.07031166897138602,0.2071965135058649,0.3593825199321969,0.37370662063700083,0.4466779323763416,0.3299474707103647,0,Anchor / Stabilizer
F du Plessis,127.84419628086908,1614.6,0.1782484825963087,0.07066765762417937,0.6344198989499215,0.5678255634800529,0.4239519914348814,0.3935496342350052,0.5722317333806006,2,Clutch Finisher
FY Fazal,84.67169094012851,51.9,0.06358381502890173,0.11560693641618497,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
G Gambhir,97.02905052017738,1270.4,0.13428841309823678,0.06761649874055416,0.25747555278338935,0.0,0.22373832977137093,0.18778740038755776,0.0,1,Aggressive Accelerator
GC Smith,75.98741844847153,306.3,0.09990205680705191,0.07770159973881816,0.0,0.0,0.15434654978251802,0.25085387331242376,0.0,1,Aggressive Accelerator
GD Phillips,139.49085305104194,98.9,0.307381193124368,0.09504550050556117,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
GH Vihari,74.61749927785,218.8,0.05118829981718464,0.15265082266910418,0.0,0.0,0.14274341403887966,0.18290178721942765,0.0,1,Aggressive Accelerator
GJ Bailey,111.32749699945565,412.5,0.12436363636363637,0.07854545454545454,0.0,0.0,0.3215697447592101,0.39094822237746385,0.0,1,Aggressive Accelerator
GJ Maxwell,131.98870636203884,941.2,0.19868253293667656,0.09211644708882277,0.0,0.3869759404652835,0.29349098946042085,0.28039471341549377,0.36043721346823465,0,Anchor / Stabilizer
Gurkeerat Singh,104.44385705987936,410.9,0.1260647359454855,0.09637381357994647,0.0,0.1140179369277046,0.35180206819599485,0.41016588271194465,0.05872419458994182,1,Aggressive Accelerator
H Klaasen,135.4939213547098,538.0,0.15947955390334573,0.06133828996282528,0.0,0.4550978757518034,0.4403803540422784,0.4684961748680244,0.4203499051841748,0,Anchor / Stabilizer
HC Brook,74.44060990297007,91.6,0.08078602620087337,0.08624454148471616,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
HH Gibbs,84.07631746070179,298.8,0.11713520749665328,0.06191432396251673,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
HH Pandya,129.58476136790082,1454.5,0.17456170505328292,0.07672739773117909,0.4394324993044022,0.44183669015447197,0.4316557279916975,0.4878131821454845,0.44159140237578526,2,Clutch Finisher
HM Amla,91.09062985623407,65.0,0.11692307692307692,0.08,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
HV Patel,110.11725151829575,440.4,0.16235240690281563,0.13396911898274297,0.0,0.305099073429547,0.379107754901493,0.42601690946230847,0.3303663378200494,0,Anchor / Stabilizer
Harbhajan Singh,113.67524110300329,1096.0,0.15264598540145988,0.11751824817518249,0.34431145373074734,0.3500489459310795,0.49779805631328305,0.5682167041217046,0.3392258665842124,2,Clutch Finisher
Harpreet Brar,99.18262159526775,195.8,0.09856996935648621,0.10010214504596528,0.0,0.0,0.2963130895823771,0.39679144124527016,0.0,1,Aggressive Accelerator
Harpreet Singh,93.53002901181104,80.4,0.09328358208955223,0.08706467661691542,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
I Sharma,80.50005314216578,198.3,0.04942007060010086,0.06202723146747351,0.0,0.0,0.19081856516576867,0.3539820492256537,0.0,1,Aggressive Accelerator
IK Pathan,128.2361057539621,1131.1000000000001,0.16240827513040404,0.07399876226681991,0.4952189319677531,0.46280726427054597,0.5241885136574554,0.5743410140283327,0.4405020496185635,2,Clutch Finisher
Iqbal Abdulla,103.72805682753123,283.7,0.150158618258724,0.02079661614381389,0.0,0.0,0.3498813163495392,0.4708328399368378,0.0,1,Aggressive Accelerator
Ishan Kishan,121.5714095370958,1200.9,0.1752852027645932,0.06053792988591889,0.0,0.4637298255355553,0.3624101231660697,0.3526669457569891,0.4296835668411974,0,Anchor / Stabilizer
J Botha,96.95499225283852,254.70000000000002,0.0922654102866117,0.10482921083627797,0.0,0.0,0.10705448477141496,0.1636290179331019,0.0,3,Balanced Pressure Batter
J Fraser-McGurk,194.58150531840528,68.9,0.478955007256894,0.036284470246734396,0.0,0.0,0.0,0.0,0.0,0,Anchor / Stabilizer
J Suchith,106.39530668895927,192.0,0.1640625,0.065625,0.0,0.0,0.3662388102385982,0.422854942974462,0.0,1,Aggressive Accelerator
JA Morkel,141.25029738553337,799.6,0.18109054527263632,0.0571535767883942,0.4962540679684848,0.46975677281682504,0.43062035205238225,0.512282126664173,0.44780478195755385,2,Clutch Finisher
JC Archer,123.32598141028843,291.1,0.17725867399519066,0.12710408794228786,0.0,0.0,0.3848480410710793,0.41800365710636833,0.0,1,Aggressive Accelerator
JC Buttler,136.02108466443093,1329.2,0.1994432741498646,0.05176045741799578,0.5130082802594685,0.46140484168308893,0.4307009404197266,0.42137842544492243,0.4380800697299266,2,Clutch Finisher
JD Ryder,106.0298903439012,165.1,0.14778921865536038,0.08903694730466384,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
JD Unadkat,109.89040637999803,401.90000000000003,0.15227668574272207,0.09878079124160238,0.0,0.30157230142975117,0.37284573445293767,0.4491707532210414,0.278018668582984,0,Anchor / Stabilizer
JDS Neesham,103.60065719333839,185.9,0.08714362560516406,0.09736417428725122,0.0,0.0,0.29554343609643813,0.3892548102625783,0.0,1,Aggressive Accelerator
JEC Franklin,100.06511234243256,324.4,0.10265104808877928,0.049013563501849565,0.0,0.0,0.3117495647533119,0.4185155202057631,0.0,1,Aggressive Accelerator
JH Kallis,104.6574673963764,1358.8,0.14078598763614955,0.053797468354430375,0.5132723302584615,0.3019790220835986,0.13595224813710388,0.15836883161955911,0.25129842084978044,2,Clutch Finisher
JJ Bumrah,88.17450571335944,231.8,0.08024158757549613,0.10181190681622088,0.0,0.0,0.23825229679062992,0.3505918090727915,0.0,1,Aggressive Accelerator
JJ Roy,141.4592635370189,231.2,0.2370242214532872,0.04195501730103807,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
JM Bairstow,129.66897461573708,603.2,0.20938328912466841,0.04791114058355437,0.0,0.5249122308682952,0.1731613551829461,0.2820863675414197,0.5283055403693419,0,Anchor / Stabilizer
JM Sharma,120.58613847063842,376.2,0.15895800106326421,0.10366826156299841,0.0,0.0,0.3972188113570689,0.43715758648115793,0.0,1,Aggressive Accelerator
JO Holder,103.91431983922958,368.7,0.12422023325196636,0.10225115269867102,0.0,0.0,0.33769779567428276,0.4067163263803405,0.0,1,Aggressive Accelerator
