batter,pressure_adjusted_sr_reliable,pressure_exposure,pressure_boundary_rate_raw,pressure_dismissal_rate_raw,death_specialist_score,high_rrr_specialist_score,collapse_specialist_score,stabilizer_score,accelerator_score,cluster,batter_role
S Sriram,70.03190936531806,21.6,0.0,0.1759259259259259,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
S Vidyut,101.95052802321833,31.0,0.2064516129032258,0.14838709677419354,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
SA Asnodkar,90.24342927257253,127.3,0.11626080125687353,0.12175962293794187,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
SA Yadav,132.67884511814168,1486.3,0.19430801318710894,0.06633923164906143,0.44124351291177805,0.5283796516311916,0.40550416288078184,0.420726240027383,0.5281689020799031,2,Clutch Finisher
SB Styris,83.81108882108856,129.5,0.04633204633204633,0.0803088803088803,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
SC Ganguly,97.61657573418894,650.8,0.11601106330669946,0.059618930547019056,0.0,0.2614946088286636,0.37693675282970873,0.43554998607318574,0.21062699538210797,1,Aggressive Accelerator
SD Chitnis,112.25017627444788,65.2,0.16104294478527603,0.11809815950920244,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
SD Hope,104.62626825291913,62.1,0.17713365539452497,0.10144927536231883,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
SE Marsh,129.82200491424524,827.2,0.18786266924564796,0.05984042553191489,0.0,0.5063566234972179,0.21074661422916027,0.1520211066892292,0.4957368743881602,0,Anchor / Stabilizer
SE Rutherford,79.67195667495446,148.9,0.06447280053727333,0.11014103425117527,0.0,0.0,0.1342899780238907,0.27343266130677946,0.0,1,Aggressive Accelerator
SK Raina,131.56910057860202,1917.7,0.18527402617719144,0.049225634875110814,0.48753822506703337,0.5535624620813304,0.4137768098082578,0.39928603584531835,0.544328958285682,2,Clutch Finisher
SK Trivedi,86.95714875747787,157.8,0.03485424588086185,0.06400506970849176,0.0,0.0,0.19562265375439108,0.36251494520552274,0.0,1,Aggressive Accelerator
SK Warne,99.28974186028438,353.7,0.11959287531806616,0.12185467910658751,0.0,0.0,0.3263622104827385,0.4192848018489108,0.0,1,Aggressive Accelerator
SL Malinga,93.60665232103773,390.2,0.11788826242952333,0.137109174782163,0.0,0.23842098490795136,0.29804760555195525,0.37784107039222914,0.21422387790735775,1,Aggressive Accelerator
SM Curran,127.7012232471834,539.3,0.15872427220470983,0.10773224550343038,0.3391465861798642,0.3801555086541694,0.40354185685237515,0.3939821967563583,0.399073551518667,0,Anchor / Stabilizer
SM Katich,108.13496796209414,197.3,0.1424227065382666,0.03243791180942727,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
SM Pollock,94.11279527327765,104.4,0.09770114942528735,0.09865900383141762,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
SN Khan,88.03844221439894,327.0,0.11039755351681958,0.14281345565749237,0.0,0.0,0.21883936871121745,0.2686435980645498,0.0,1,Aggressive Accelerator
SN Thakur,122.25793816330341,414.1,0.17073170731707316,0.1023907268775658,0.0,0.0,0.4146476493216425,0.45859063582640774,0.0,1,Aggressive Accelerator
SO Hetmyer,143.38833426506903,778.9,0.195403774553858,0.06637565797920145,0.6109768092596892,0.3241529146019271,0.4858749228195483,0.4842690116603481,0.2930455181259506,2,Clutch Finisher
SP Fleming,119.89771948917166,74.6,0.21045576407506703,0.060321715817694375,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
SP Goswami,61.52817299489996,56.0,0.04107142857142857,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
SP Jackson,98.32477316019444,102.3,0.03812316715542522,0.08406647116324535,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
SP Narine,123.61411595466726,715.4,0.19122169415711493,0.1425775789767962,0.0,0.33388914957684207,0.34621843781660216,0.3582095297383271,0.38997620569297153,0,Anchor / Stabilizer
SPD Smith,121.33206850687843,1469.0,0.15881552076242342,0.05895166780122532,0.4985082815929304,0.5209115111971866,0.399964820797223,0.475359618784763,0.5024568697481617,2,Clutch Finisher
SR Tendulkar,92.07780331390536,758.8,0.12440695835529786,0.0544280442804428,0.0,0.0,0.18794485440924696,0.2567872546983713,0.0,1,Aggressive Accelerator
SR Watson,117.41633024195144,1528.9,0.1714958466871607,0.06723788344561449,0.0,0.4073354464815499,0.2463078303865017,0.2611422917432236,0.4063577680847932,0,Anchor / Stabilizer
SS Iyer,119.04525611119145,1357.4,0.16428466185354354,0.050169441579490194,0.37817019583236333,0.4516013294271468,0.3476561055990604,0.4196317039386629,0.42514135340563036,2,Clutch Finisher
SS Prabhudessai,115.98479934336181,182.4,0.17708333333333331,0.06030701754385965,0.0,0.0,0.33891606147052455,0.40314894338348994,0.0,1,Aggressive Accelerator
SS Tiwary,107.64623024615655,1093.9,0.10723100831885914,0.04671359356431118,0.42042731948827083,0.3724074371527087,0.43155215520820545,0.5251771121870268,0.3204112311455898,2,Clutch Finisher
ST Jayasuriya,99.80197323076928,159.6,0.15914786967418545,0.08270676691729323,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
STR Binny,118.76277318250861,811.0,0.14389642416769421,0.08927250308261406,0.4655738069046645,0.3465261356248695,0.4302826743880629,0.48629887013489437,0.3489582999334937,2,Clutch Finisher
SV Samson,122.39968003175802,2162.0,0.16327474560592045,0.06318223866790008,0.4975039180700218,0.56884578330285,0.38770213487907973,0.4188206511858988,0.5540479359606428,2,Clutch Finisher
SW Billings,121.65437672873001,241.6,0.1697019867549669,0.1216887417218543,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
Sachin Baby,108.50785792651106,149.3,0.13864701942397856,0.15338245144005355,0.0,0.0,0.2253554089715084,0.2556281901738675,0.0,1,Aggressive Accelerator
Sandeep Sharma,89.12553132701973,269.6,0.06676557863501482,0.05675074183976261,0.0,0.0,0.25304418495459313,0.39158776904523523,0.0,1,Aggressive Accelerator
Shahbaz Ahmed,103.99402740091844,512.6,0.10671088568084276,0.09032383925087786,0.0,0.26426821965316816,0.35351583362414063,0.43272837657067426,0.21573908776685735,1,Aggressive Accelerator
Shakib Al Hasan,113.59722384044298,559.6,0.1317012151536812,0.08577555396711936,0.35539280152892133,0.0,0.33496110083801545,0.4091487335772193,0.0,1,Aggressive Accelerator
Shashank Singh,141.1573881095079,520.3,0.2135306553911205,0.05035556409763598,0.0,0.43569574489452345,0.43158705773507766,0.46599814934298167,0.39942718744172956,0,Anchor / Stabilizer
Shivam Mavi,96.27545918974045,226.9,0.12340237990304098,0.12913177611282503,0.0,0.0,0.27349500324950954,0.33882353356540407,0.0,1,Aggressive Accelerator
Shubman Gill,116.1227586086423,1460.9,0.1384078307892395,0.04497227736326922,0.0,0.32556701802042376,0.29617502077954827,0.338974783206657,0.2769727392034574,0,Anchor / Stabilizer
Sikandar Raza,111.88432095314884,204.1,0.13130818226359628,0.0583047525722685,0.0,0.0,0.2714797183548155,0.34537810571027805,0.0,1,Aggressive Accelerator
T Kohler-Cadmore,90.98562169330685,68.7,0.1208151382823872,0.06695778748180495,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
T Stubbs,165.17465701607733,289.6,0.25207182320441984,0.030041436464088394,0.0,0.6853181729753831,0.5613393552015775,0.5052163539208925,0.6845863575209108,0,Anchor / Stabilizer
TG Southee,97.00131593383868,150.4,0.09242021276595744,0.12632978723404256,0.0,0.0,0.26136576455121097,0.3497791564501556,0.0,1,Aggressive Accelerator
TH David,158.51505688021263,635.3,0.22147017157248544,0.06878640012592477,0.6279089681800316,0.48890849638636913,0.438942066059317,0.4488791488638092,0.47190378912282555,2,Clutch Finisher
TK Curran,125.27561512994302,222.5,0.18921348314606742,0.033707865168539325,0.0,0.39143044153023654,0.4298093534983227,0.48670745026406925,0.3453780686444001,0,Anchor / Stabilizer
TL Suman,87.95268045510404,464.2,0.08810857389056441,0.06958207669108142,0.0,0.0,0.23519153333707118,0.3483314436921431,0.0,1,Aggressive Accelerator
TM Dilshan,107.86708465985635,501.3,0.18491921005385997,0.07680031917015759,0.0,0.0,0.31363526755775717,0.3247586588844947,0.0,1,Aggressive Accelerator
TM Head,113.41219792438312,112.0,0.14017857142857143,0.10267857142857142,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
TR Birt,99.99091190868927,65.0,0.18769230769230769,0.06615384615384615,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
Tanush Kotian,87.57834156772498,17.1,0.13450292397660815,0.0,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
Tilak Varma,140.6487291299032,731.2,0.19433807439824943,0.060995623632385115,0.0,0.5322919430502087,0.4314310474510082,0.4294970178628358,0.5145697098440699,0,Anchor / Stabilizer
UBT Chand,92.38845736444925,161.4,0.1288723667905824,0.08116480793060718,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
UT Khawaja,96.11122964678012,48.2,0.15145228215767634,0.07883817427385892,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
UT Yadav,102.84500464710318,664.8,0.12349578820697954,0.1092057761732852,0.24087528097029565,0.16144557951083321,0.38986446145721126,0.4698131228511778,0.13659697403610033,1,Aggressive Accelerator
V Kohli,118.7662832787406,3149.8,0.15331132135373673,0.05946409295828307,0.5307452579029129,0.5709390819225584,0.4976489735629924,0.5648363738996628,0.538797458911965,2,Clutch Finisher
V Sehwag,115.77299558488279,601.3,0.19241643106602363,0.09778812572759023,0.0,0.0,0.1745653477251653,0.11510325991922021,0.0,3,Balanced Pressure Batter
V Shankar,123.25426084938157,769.5,0.14658869395711502,0.08512020792722547,0.38283903926977214,0.4621098605103432,0.37046664027763854,0.3935785745327484,0.46486022023931645,2,Clutch Finisher
VR Aaron,83.92232335650901,203.5,0.07960687960687962,0.061916461916461926,0.0,0.0,0.2194079740938144,0.3718960927532979,0.0,1,Aggressive Accelerator
VR Iyer,124.0299300620076,690.6,0.17839559803069793,0.03402838111786852,0.0,0.39992936538957397,0.17023204349327942,0.3334400715943033,0.38008892921144993,0,Anchor / Stabilizer
VVS Laxman,69.9477430542622,79.1,0.058154235145385584,0.1251580278128951,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
W Jaffer,68.81473647955872,82.4,0.050970873786407765,0.08009708737864077,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
WD Parnell,78.24942699722293,125.7,0.0,0.20365950676213207,0.0,0.0,0.10779218812979971,0.2348932124089543,0.0,1,Aggressive Accelerator
WG Jacks,144.98252707593855,107.7,0.2683379758588672,0.020427112349117923,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
WP Saha,107.37366477030267,1220.2,0.12801180134404194,0.06875921980003279,0.3161143645343644,0.2969308001233655,0.3420436437454627,0.4376398942148194,0.2521078639144495,0,Anchor / Stabilizer
Washington Sundar,125.83466953047724,546.0,0.1793040293040293,0.09432234432234432,0.0,0.43177782833597156,0.4488851712223696,0.48414219429160527,0.4269490444698179,0,Anchor / Stabilizer
Y Nagar,117.65586077088481,356.0,0.16769662921348316,0.10280898876404494,0.0,0.0,0.40017120530409517,0.4499781044404291,0.0,1,Aggressive Accelerator
Y Venugopal Rao,120.76992948049528,800.1,0.15723034620672416,0.0594925634295713,0.0,0.4860366176427593,0.43964870070053474,0.48072779713551794,0.46349642532392854,0,Anchor / Stabilizer
YBK Jaiswal,133.06022105704923,551.6,0.2233502538071066,0.05891950688905003,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
YK Pathan,135.60496427324082,1756.3,0.1824289699937368,0.059158458122188694,0.5423908730533757,0.5066393212134653,0.5181463474458805,0.5634704446495419,0.4875861659740862,2,Clutch Finisher
YS Chahal,64.528647579008,331.40000000000003,0.0,0.060651780325890164,0.0,0.0,0.15928919628143462,0.3701016331332278,0.0,1,Aggressive Accelerator
YV Takawale,96.8387419515223,123.6,0.12702265372168284,0.04288025889967637,0.0,0.0,0.0,0.0,0.0,3,Balanced Pressure Batter
Yashpal Singh,87.85594227094191,89.6,0.07254464285714286,0.08370535714285715,0.0,0.0,0.22738452253814675,0.3539031062179938,0.0,1,Aggressive Accelerator
Yuvraj Singh,97.50829203883958,1436.5,0.12342499129829447,0.06780368952314654,0.23961930609151366,0.33755492675072873,0.31116894549178653,0.4124433238287892,0.3091876090030075,0,Anchor / Stabilizer
Z Khan,78.66561107243213,393.2,0.04755849440488301,0.11800610376398779,0.0,0.08342182644500902,0.22938852016020406,0.36417617488099696,0.03530770656656978,1,Aggressive Accelerator
