batter,bowler,balls,runs,dismissals,boundaries,strike_rate,dismissal_rate,boundary_rate,strike_rate_norm,boundary_rate_norm,dismissal_rate_temp,dismissal_rate_norm,batter_matchup_score,bowler_matchup_score
CH Gayle,A Chandila,13,10,0,0,76.92307692307693,0.0,0.0,0.14957264957264957,0.0,0.0,1.0,0.3247863247863248,0.6752136752136753
CH Gayle,A Mishra,16,24,0,2,150.0,0.0,0.125,0.29166666666666663,0.125,0.0,1.0,0.4270833333333333,0.5729166666666667
CH Gayle,A Nehra,18,37,1,6,205.55555555555554,0.05555555555555555,0.3333333333333333,0.3996913580246913,0.3333333333333333,0.12962962962962962,0.8703703703703703,0.5007716049382716,0.49922839506172845
CH Gayle,AB Dinda,12,15,0,2,125.0,0.0,0.16666666666666666,0.24305555555555552,0.16666666666666666,0.0,1.0,0.4131944444444444,0.5868055555555556
CH Gayle,AB McDonald,9,22,0,4,244.44444444444446,0.0,0.4444444444444444,0.4753086419753086,0.4444444444444444,0.0,1.0,0.5987654320987654,0.4012345679012346
CH Gayle,AD Mascarenhas,13,23,0,4,176.9230769230769,0.0,0.3076923076923077,0.34401709401709396,0.3076923076923077,0.0,1.0,0.49893162393162394,0.5010683760683761
CH Gayle,AD Mathews,12,13,0,2,108.33333333333333,0.0,0.16666666666666666,0.2106481481481481,0.16666666666666666,0.0,1.0,0.3969907407407407,0.6030092592592593
CH Gayle,AD Russell,26,51,2,9,196.15384615384613,0.07692307692307693,0.34615384615384615,0.38141025641025633,0.34615384615384615,0.17948717948717952,0.8205128205128205,0.4823717948717948,0.5176282051282052
CH Gayle,Anand Rajan,7,11,1,2,157.14285714285714,0.14285714285714285,0.2857142857142857,0.3055555555555555,0.2857142857142857,0.3333333333333333,0.6666666666666667,0.39087301587301587,0.6091269841269842
CH Gayle,Azhar Mahmood,7,6,0,0,85.71428571428571,0.0,0.0,0.16666666666666663,0.0,0.0,1.0,0.3333333333333333,0.6666666666666667
CH Gayle,B Kumar,41,57,0,9,139.02439024390242,0.0,0.21951219512195122,0.27032520325203246,0.21951219512195122,0.0,1.0,0.44004065040650403,0.559959349593496
CH Gayle,B Lee,22,36,1,7,163.63636363636365,0.045454545454545456,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.10606060606060606,0.8939393939393939,0.46212121212121215,0.5378787878787878
CH Gayle,BB Sran,14,27,0,4,192.85714285714286,0.0,0.2857142857142857,0.37499999999999994,0.2857142857142857,0.0,1.0,0.5089285714285714,0.4910714285714286
CH Gayle,BCJ Cutting,16,23,1,4,143.75,0.0625,0.25,0.27951388888888884,0.25,0.14583333333333334,0.8541666666666666,0.41579861111111105,0.584201388888889
CH Gayle,CH Morris,20,18,1,3,90.0,0.05,0.15,0.175,0.15,0.11666666666666668,0.8833333333333333,0.3458333333333333,0.6541666666666667
CH Gayle,DE Bollinger,7,17,0,2,242.85714285714283,0.0,0.2857142857142857,0.4722222222222221,0.2857142857142857,0.0,1.0,0.5575396825396824,0.44246031746031755
CH Gayle,DJ Bravo,30,28,1,3,93.33333333333333,0.03333333333333333,0.1,0.18148148148148144,0.1,0.07777777777777778,0.9222222222222223,0.3462962962962963,0.6537037037037037
CH Gayle,DJ Muthuswami,6,14,0,3,233.33333333333334,0.0,0.5,0.45370370370370366,0.5,0.0,1.0,0.6018518518518519,0.39814814814814814
CH Gayle,DL Chahar,12,7,0,1,58.333333333333336,0.0,0.08333333333333333,0.11342592592592592,0.08333333333333333,0.0,1.0,0.3275462962962963,0.6724537037037037
CH Gayle,DS Kulkarni,10,9,1,2,90.0,0.1,0.2,0.175,0.2,0.23333333333333336,0.7666666666666666,0.32916666666666666,0.6708333333333334
CH Gayle,DW Steyn,30,28,1,5,93.33333333333333,0.03333333333333333,0.16666666666666666,0.18148148148148144,0.16666666666666666,0.07777777777777778,0.9222222222222223,0.36296296296296293,0.6370370370370371
CH Gayle,HH Pandya,7,23,0,4,328.57142857142856,0.0,0.5714285714285714,0.6388888888888887,0.5714285714285714,0.0,1.0,0.7123015873015872,0.2876984126984128
CH Gayle,Harbhajan Singh,38,25,5,3,65.78947368421053,0.13157894736842105,0.07894736842105263,0.12792397660818713,0.07894736842105263,0.30701754385964913,0.6929824561403508,0.2569444444444444,0.7430555555555556
CH Gayle,Harmeet Singh,13,23,0,2,176.9230769230769,0.0,0.15384615384615385,0.34401709401709396,0.15384615384615385,0.0,1.0,0.46047008547008544,0.5395299145299146
CH Gayle,I Sharma,9,20,1,4,222.22222222222223,0.1111111111111111,0.4444444444444444,0.43209876543209874,0.4444444444444444,0.25925925925925924,0.7407407407407407,0.5123456790123457,0.48765432098765427
CH Gayle,IK Pathan,14,22,0,4,157.14285714285714,0.0,0.2857142857142857,0.3055555555555555,0.2857142857142857,0.0,1.0,0.4742063492063492,0.5257936507936508
CH Gayle,Imran Tahir,13,29,0,5,223.0769230769231,0.0,0.38461538461538464,0.4337606837606837,0.38461538461538464,0.0,1.0,0.563034188034188,0.43696581196581197
CH Gayle,J Botha,16,22,0,4,137.5,0.0,0.25,0.26736111111111105,0.25,0.0,1.0,0.4461805555555555,0.5538194444444444
CH Gayle,J Yadav,20,16,0,3,80.0,0.0,0.15,0.15555555555555553,0.15,0.0,1.0,0.36527777777777776,0.6347222222222222
CH Gayle,JA Morkel,8,10,0,1,125.0,0.0,0.125,0.24305555555555552,0.125,0.0,1.0,0.4027777777777778,0.5972222222222222
CH Gayle,JC Archer,7,9,1,2,128.57142857142858,0.14285714285714285,0.2857142857142857,0.25,0.2857142857142857,0.3333333333333333,0.6666666666666667,0.36309523809523814,0.6369047619047619
CH Gayle,JD Unadkat,14,34,0,5,242.85714285714283,0.0,0.35714285714285715,0.4722222222222221,0.35714285714285715,0.0,1.0,0.5753968253968254,0.42460317460317465
CH Gayle,JH Kallis,32,42,1,7,131.25,0.03125,0.21875,0.2552083333333333,0.21875,0.07291666666666667,0.9270833333333334,0.4140625,0.5859375
CH Gayle,JJ Bumrah,28,15,0,1,53.57142857142857,0.0,0.03571428571428571,0.10416666666666664,0.03571428571428571,0.0,1.0,0.31101190476190477,0.6889880952380952
CH Gayle,JP Faulkner,6,6,0,0,100.0,0.0,0.0,0.19444444444444442,0.0,0.0,1.0,0.3472222222222222,0.6527777777777778
CH Gayle,K Gowtham,6,0,1,0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3888888888888889,0.6111111111111112,0.1527777777777778,0.8472222222222222
CH Gayle,KA Pollard,21,32,0,4,152.38095238095238,0.0,0.19047619047619047,0.2962962962962963,0.19047619047619047,0.0,1.0,0.44576719576719576,0.5542328042328042
CH Gayle,KC Cariappa,6,12,0,2,200.0,0.0,0.3333333333333333,0.38888888888888884,0.3333333333333333,0.0,1.0,0.5277777777777777,0.4722222222222223
CH Gayle,KH Pandya,6,5,1,1,83.33333333333334,0.16666666666666666,0.16666666666666666,0.16203703703703703,0.16666666666666666,0.3888888888888889,0.6111111111111112,0.27546296296296297,0.724537037037037
CH Gayle,L Balaji,22,36,0,6,163.63636363636365,0.0,0.2727272727272727,0.3181818181818182,0.2727272727272727,0.0,1.0,0.4772727272727273,0.5227272727272727
CH Gayle,LH Ferguson,18,27,1,5,150.0,0.05555555555555555,0.2777777777777778,0.29166666666666663,0.2777777777777778,0.12962962962962962,0.8703703703703703,0.43287037037037035,0.5671296296296297
CH Gayle,M Morkel,35,55,2,10,157.14285714285714,0.05714285714285714,0.2857142857142857,0.3055555555555555,0.2857142857142857,0.13333333333333333,0.8666666666666667,0.44087301587301586,0.5591269841269841
CH Gayle,M Prasidh Krishna,10,14,0,2,140.0,0.0,0.2,0.2722222222222222,0.2,0.0,1.0,0.4361111111111111,0.5638888888888889
CH Gayle,MC Henriques,9,23,1,4,255.55555555555554,0.1111111111111111,0.4444444444444444,0.4969135802469135,0.4444444444444444,0.25925925925925924,0.7407407407407407,0.544753086419753,0.45524691358024705
CH Gayle,MG Johnson,11,16,0,3,145.45454545454547,0.0,0.2727272727272727,0.2828282828282828,0.2727272727272727,0.0,1.0,0.45959595959595956,0.5404040404040404
CH Gayle,MJ McClenaghan,21,24,1,4,114.28571428571428,0.047619047619047616,0.19047619047619047,0.22222222222222218,0.19047619047619047,0.11111111111111112,0.8888888888888888,0.38095238095238093,0.6190476190476191
CH Gayle,MS Gony,6,24,0,5,400.0,0.0,0.8333333333333334,0.7777777777777777,0.8333333333333334,0.0,1.0,0.8472222222222222,0.1527777777777778
CH Gayle,Mohammad Nabi,7,8,0,1,114.28571428571428,0.0,0.14285714285714285,0.22222222222222218,0.14285714285714285,0.0,1.0,0.3968253968253968,0.6031746031746033
CH Gayle,Mohammed Siraj,7,14,0,2,200.0,0.0,0.2857142857142857,0.38888888888888884,0.2857142857142857,0.0,1.0,0.5158730158730158,0.4841269841269842
CH Gayle,NM Coulter-Nile,30,28,0,4,93.33333333333333,0.0,0.13333333333333333,0.18148148148148144,0.13333333333333333,0.0,1.0,0.37407407407407406,0.625925925925926
CH Gayle,Navdeep Saini,13,7,0,1,53.84615384615385,0.0,0.07692307692307693,0.10470085470085469,0.07692307692307693,0.0,1.0,0.32158119658119655,0.6784188034188035
CH Gayle,P Awana,14,23,1,5,164.28571428571428,0.07142857142857142,0.35714285714285715,0.31944444444444436,0.35714285714285715,0.16666666666666666,0.8333333333333334,0.45734126984126977,0.5426587301587302
CH Gayle,P Kumar,34,30,0,5,88.23529411764706,0.0,0.14705882352941177,0.17156862745098037,0.14705882352941177,0.0,1.0,0.37254901960784315,0.6274509803921569
CH Gayle,P Parameswaran,7,36,0,7,514.2857142857143,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
CH Gayle,P Suyal,7,21,0,4,300.0,0.0,0.5714285714285714,0.5833333333333333,0.5714285714285714,0.0,1.0,0.6845238095238095,0.31547619047619047
CH Gayle,PJ Cummins,7,4,0,0,57.14285714285714,0.0,0.0,0.11111111111111109,0.0,0.0,1.0,0.3055555555555555,0.6944444444444444
CH Gayle,PJ Sangwan,7,12,0,2,171.42857142857142,0.0,0.2857142857142857,0.33333333333333326,0.2857142857142857,0.0,1.0,0.488095238095238,0.511904761904762
CH Gayle,PP Chawla,26,42,0,5,161.53846153846155,0.0,0.19230769230769232,0.3141025641025641,0.19230769230769232,0.0,1.0,0.4551282051282051,0.5448717948717949
CH Gayle,PP Ojha,9,22,0,3,244.44444444444446,0.0,0.3333333333333333,0.4753086419753086,0.3333333333333333,0.0,1.0,0.5709876543209876,0.42901234567901236
CH Gayle,Pankaj Singh,8,7,1,1,87.5,0.125,0.125,0.17013888888888887,0.125,0.2916666666666667,0.7083333333333333,0.29340277777777773,0.7065972222222223
CH Gayle,R Ashwin,32,20,3,2,62.5,0.09375,0.0625,0.12152777777777776,0.0625,0.21875,0.78125,0.2717013888888889,0.7282986111111112
CH Gayle,R Bhatia,26,53,1,8,203.84615384615384,0.038461538461538464,0.3076923076923077,0.3963675213675213,0.3076923076923077,0.08974358974358976,0.9102564102564102,0.5026709401709402,0.49732905982905984
CH Gayle,R McLaren,9,22,0,4,244.44444444444446,0.0,0.4444444444444444,0.4753086419753086,0.4444444444444444,0.0,1.0,0.5987654320987654,0.4012345679012346
CH Gayle,R Sharma,8,31,0,5,387.5,0.0,0.625,0.7534722222222221,0.625,0.0,1.0,0.782986111111111,0.21701388888888895
CH Gayle,RA Jadeja,9,15,0,3,166.66666666666669,0.0,0.3333333333333333,0.32407407407407407,0.3333333333333333,0.0,1.0,0.49537037037037035,0.5046296296296297
CH Gayle,RD Chahar,14,16,1,2,114.28571428571428,0.07142857142857142,0.14285714285714285,0.22222222222222218,0.14285714285714285,0.16666666666666666,0.8333333333333334,0.3551587301587301,0.6448412698412699
CH Gayle,RP Singh,20,27,0,4,135.0,0.0,0.2,0.26249999999999996,0.2,0.0,1.0,0.43124999999999997,0.5687500000000001
CH Gayle,S Badree,11,10,0,1,90.9090909090909,0.0,0.09090909090909091,0.17676767676767674,0.09090909090909091,0.0,1.0,0.3611111111111111,0.6388888888888888
CH Gayle,SK Raina,27,32,0,5,118.5185185185185,0.0,0.18518518518518517,0.2304526748971193,0.18518518518518517,0.0,1.0,0.4115226337448559,0.5884773662551441
CH Gayle,SK Trivedi,14,14,0,1,100.0,0.0,0.07142857142857142,0.19444444444444442,0.07142857142857142,0.0,1.0,0.36507936507936506,0.6349206349206349
CH Gayle,SK Warne,17,20,1,3,117.64705882352942,0.058823529411764705,0.17647058823529413,0.22875816993464052,0.17647058823529413,0.13725490196078433,0.8627450980392157,0.3741830065359477,0.6258169934640523
CH Gayle,SL Malinga,41,25,0,3,60.97560975609756,0.0,0.07317073170731707,0.11856368563685635,0.07317073170731707,0.0,1.0,0.32757452574525747,0.6724254742547425
CH Gayle,SP Narine,62,62,1,8,100.0,0.016129032258064516,0.12903225806451613,0.19444444444444442,0.12903225806451613,0.03763440860215054,0.9623655913978495,0.3700716845878136,0.6299283154121864
CH Gayle,SR Watson,10,12,1,2,120.0,0.1,0.2,0.2333333333333333,0.2,0.23333333333333336,0.7666666666666666,0.3583333333333333,0.6416666666666667
CH Gayle,SW Tait,15,15,0,3,100.0,0.0,0.2,0.19444444444444442,0.2,0.0,1.0,0.3972222222222222,0.6027777777777779
CH Gayle,Sandeep Sharma,29,24,3,4,82.75862068965517,0.10344827586206896,0.13793103448275862,0.16091954022988503,0.13793103448275862,0.2413793103448276,0.7586206896551724,0.30459770114942525,0.6954022988505748
CH Gayle,Shakib Al Hasan,17,37,1,6,217.6470588235294,0.058823529411764705,0.35294117647058826,0.42320261437908485,0.35294117647058826,0.13725490196078433,0.8627450980392157,0.5155228758169934,0.4844771241830066
CH Gayle,Shivam Mavi,13,10,0,2,76.92307692307693,0.0,0.15384615384615385,0.14957264957264957,0.15384615384615385,0.0,1.0,0.36324786324786323,0.6367521367521367
CH Gayle,TG Southee,6,12,0,3,200.0,0.0,0.5,0.38888888888888884,0.5,0.0,1.0,0.5694444444444444,0.4305555555555556
CH Gayle,TU Deshpande,7,25,0,5,357.14285714285717,0.0,0.7142857142857143,0.6944444444444444,0.7142857142857143,0.0,1.0,0.7757936507936508,0.2242063492063492
CH Gayle,UT Yadav,18,23,2,4,127.77777777777777,0.1111111111111111,0.2222222222222222,0.24845679012345676,0.2222222222222222,0.25925925925925924,0.7407407407407407,0.3649691358024691,0.6350308641975309
CH Gayle,Washington Sundar,16,32,0,4,200.0,0.0,0.25,0.38888888888888884,0.25,0.0,1.0,0.5069444444444444,0.4930555555555556
CH Gayle,YA Abdulla,6,10,0,1,166.66666666666669,0.0,0.16666666666666666,0.32407407407407407,0.16666666666666666,0.0,1.0,0.4537037037037037,0.5462962962962963
CH Gayle,YK Pathan,54,65,0,9,120.37037037037037,0.0,0.16666666666666666,0.23405349794238678,0.16666666666666666,0.0,1.0,0.40869341563786005,0.5913065843621399
CH Gayle,Z Khan,13,9,1,1,69.23076923076923,0.07692307692307693,0.07692307692307693,0.13461538461538458,0.07692307692307693,0.17948717948717952,0.8205128205128205,0.29166666666666663,0.7083333333333334
CH Morris,B Kumar,9,16,0,2,177.77777777777777,0.0,0.2222222222222222,0.34567901234567894,0.2222222222222222,0.0,1.0,0.478395061728395,0.521604938271605
CH Morris,DJ Bravo,20,40,0,5,200.0,0.0,0.25,0.38888888888888884,0.25,0.0,1.0,0.5069444444444444,0.4930555555555556
CH Morris,HH Pandya,9,11,0,1,122.22222222222223,0.0,0.1111111111111111,0.2376543209876543,0.1111111111111111,0.0,1.0,0.3966049382716049,0.6033950617283951
CH Morris,Harbhajan Singh,12,10,1,1,83.33333333333334,0.08333333333333333,0.08333333333333333,0.16203703703703703,0.08333333333333333,0.19444444444444445,0.8055555555555556,0.30324074074074076,0.6967592592592593
CH Morris,JJ Bumrah,14,15,0,1,107.14285714285714,0.0,0.07142857142857142,0.2083333333333333,0.07142857142857142,0.0,1.0,0.37202380952380953,0.6279761904761905
CH Morris,K Rabada,7,15,0,2,214.28571428571428,0.0,0.2857142857142857,0.4166666666666666,0.2857142857142857,0.0,1.0,0.5297619047619047,0.47023809523809534
CH Morris,MJ McClenaghan,13,23,0,4,176.9230769230769,0.0,0.3076923076923077,0.34401709401709396,0.3076923076923077,0.0,1.0,0.49893162393162394,0.5010683760683761
CH Morris,MM Sharma,9,6,0,0,66.66666666666666,0.0,0.0,0.1296296296296296,0.0,0.0,1.0,0.31481481481481477,0.6851851851851852
CH Morris,P Kumar,8,23,0,3,287.5,0.0,0.375,0.5590277777777777,0.375,0.0,1.0,0.6232638888888888,0.37673611111111116
CH Morris,R Vinay Kumar,8,9,1,1,112.5,0.125,0.125,0.21874999999999997,0.125,0.2916666666666667,0.7083333333333333,0.3177083333333333,0.6822916666666667
CH Morris,Sandeep Sharma,7,13,0,1,185.71428571428572,0.0,0.14285714285714285,0.36111111111111105,0.14285714285714285,0.0,1.0,0.4662698412698412,0.5337301587301588
CH Morris,TK Curran,7,17,0,2,242.85714285714283,0.0,0.2857142857142857,0.4722222222222221,0.2857142857142857,0.0,1.0,0.5575396825396824,0.44246031746031755
CJ Anderson,AR Patel,9,22,1,4,244.44444444444446,0.1111111111111111,0.4444444444444444,0.4753086419753086,0.4444444444444444,0.25925925925925924,0.7407407407407407,0.5339506172839505,0.46604938271604945
CJ Anderson,B Kumar,12,14,0,2,116.66666666666667,0.0,0.16666666666666666,0.22685185185185183,0.16666666666666666,0.0,1.0,0.40509259259259256,0.5949074074074074
CJ Anderson,Basil Thampi,10,16,1,2,160.0,0.1,0.2,0.31111111111111106,0.2,0.23333333333333336,0.7666666666666666,0.3972222222222222,0.6027777777777779
CJ Anderson,DS Kulkarni,7,14,0,2,200.0,0.0,0.2857142857142857,0.38888888888888884,0.2857142857142857,0.0,1.0,0.5158730158730158,0.4841269841269842
CJ Anderson,JP Faulkner,11,26,0,4,236.36363636363637,0.0,0.36363636363636365,0.45959595959595956,0.36363636363636365,0.0,1.0,0.5707070707070707,0.4292929292929293
CJ Anderson,KK Cooper,15,24,0,3,160.0,0.0,0.2,0.31111111111111106,0.2,0.0,1.0,0.45555555555555555,0.5444444444444445
CJ Anderson,MG Johnson,10,3,0,0,30.0,0.0,0.0,0.05833333333333333,0.0,0.0,1.0,0.2791666666666667,0.7208333333333333
CJ Anderson,PV Tambe,10,21,0,4,210.0,0.0,0.4,0.40833333333333327,0.4,0.0,1.0,0.5541666666666667,0.4458333333333333
CJ Anderson,R Dhawan,9,8,1,1,88.88888888888889,0.1111111111111111,0.1111111111111111,0.17283950617283947,0.1111111111111111,0.25925925925925924,0.7407407407407407,0.2993827160493827,0.7006172839506173
CJ Anderson,R Tewatia,6,5,0,0,83.33333333333334,0.0,0.0,0.16203703703703703,0.0,0.0,1.0,0.3310185185185185,0.6689814814814815
CJ Anderson,S Kaul,6,12,0,1,200.0,0.0,0.16666666666666666,0.38888888888888884,0.16666666666666666,0.0,1.0,0.48611111111111105,0.513888888888889
CJ Anderson,SR Watson,12,18,0,3,150.0,0.0,0.25,0.29166666666666663,0.25,0.0,1.0,0.4583333333333333,0.5416666666666667
CJ Ferguson,A Chandila,11,9,0,1,81.81818181818183,0.0,0.09090909090909091,0.1590909090909091,0.09090909090909091,0.0,1.0,0.3522727272727273,0.6477272727272727
CJ Ferguson,R Bhatia,9,5,1,0,55.55555555555556,0.1111111111111111,0.0,0.10802469135802469,0.0,0.25925925925925924,0.7407407407407407,0.2391975308641975,0.7608024691358025
CJ Ferguson,SW Tait,7,10,0,1,142.85714285714286,0.0,0.14285714285714285,0.27777777777777773,0.14285714285714285,0.0,1.0,0.4246031746031746,0.5753968253968254
CL White,A Mishra,6,1,1,0,16.666666666666664,0.16666666666666666,0.0,0.0324074074074074,0.0,0.3888888888888889,0.6111111111111112,0.16898148148148148,0.8310185185185185
CL White,AB Agarkar,6,3,1,0,50.0,0.16666666666666666,0.0,0.09722222222222221,0.0,0.3888888888888889,0.6111111111111112,0.2013888888888889,0.7986111111111112
CL White,AD Mascarenhas,7,3,0,0,42.857142857142854,0.0,0.0,0.08333333333333331,0.0,0.0,1.0,0.29166666666666663,0.7083333333333334
CL White,Azhar Mahmood,12,5,0,0,41.66666666666667,0.0,0.0,0.08101851851851852,0.0,0.0,1.0,0.29050925925925924,0.7094907407407407
CL White,DB Ravi Teja,7,10,0,1,142.85714285714286,0.0,0.14285714285714285,0.27777777777777773,0.14285714285714285,0.0,1.0,0.4246031746031746,0.5753968253968254
CL White,DE Bollinger,6,4,0,0,66.66666666666666,0.0,0.0,0.1296296296296296,0.0,0.0,1.0,0.31481481481481477,0.6851851851851852
CL White,DJ Bravo,15,26,2,5,173.33333333333334,0.13333333333333333,0.3333333333333333,0.337037037037037,0.3333333333333333,0.3111111111111111,0.6888888888888889,0.42407407407407405,0.575925925925926
CL White,Iqbal Abdulla,6,6,0,0,100.0,0.0,0.0,0.19444444444444442,0.0,0.0,1.0,0.3472222222222222,0.6527777777777778
CL White,JA Morkel,17,13,1,1,76.47058823529412,0.058823529411764705,0.058823529411764705,0.1486928104575163,0.058823529411764705,0.13725490196078433,0.8627450980392157,0.3047385620915033,0.6952614379084967
CL White,JD Unadkat,6,5,0,1,83.33333333333334,0.0,0.16666666666666666,0.16203703703703703,0.16666666666666666,0.0,1.0,0.3726851851851852,0.6273148148148149
CL White,JH Kallis,6,1,1,0,16.666666666666664,0.16666666666666666,0.0,0.0324074074074074,0.0,0.3888888888888889,0.6111111111111112,0.16898148148148148,0.8310185185185185
CL White,L Balaji,6,6,0,1,100.0,0.0,0.16666666666666666,0.19444444444444442,0.16666666666666666,0.0,1.0,0.38888888888888884,0.6111111111111112
CL White,MM Patel,7,7,1,1,100.0,0.14285714285714285,0.14285714285714285,0.19444444444444442,0.14285714285714285,0.3333333333333333,0.6666666666666667,0.2996031746031746,0.7003968253968254
CL White,MS Gony,6,5,1,1,83.33333333333334,0.16666666666666666,0.16666666666666666,0.16203703703703703,0.16666666666666666,0.3888888888888889,0.6111111111111112,0.27546296296296297,0.724537037037037
CL White,PP Chawla,9,9,0,1,100.0,0.0,0.1111111111111111,0.19444444444444442,0.1111111111111111,0.0,1.0,0.375,0.625
CL White,R Ashwin,21,19,0,3,90.47619047619048,0.0,0.14285714285714285,0.1759259259259259,0.14285714285714285,0.0,1.0,0.37367724867724866,0.6263227513227514
CL White,R Bhatia,13,25,1,4,192.30769230769232,0.07692307692307693,0.3076923076923077,0.3739316239316239,0.3076923076923077,0.17948717948717952,0.8205128205128205,0.46901709401709396,0.5309829059829061
CL White,RA Jadeja,11,21,0,3,190.9090909090909,0.0,0.2727272727272727,0.37121212121212116,0.2727272727272727,0.0,1.0,0.5037878787878788,0.4962121212121212
CL White,S Nadeem,6,3,1,0,50.0,0.16666666666666666,0.0,0.09722222222222221,0.0,0.3888888888888889,0.6111111111111112,0.2013888888888889,0.7986111111111112
CL White,SB Jakati,9,17,1,2,188.88888888888889,0.1111111111111111,0.2222222222222222,0.3672839506172839,0.2222222222222222,0.25925925925925924,0.7407407407407407,0.4243827160493827,0.5756172839506173
CL White,SC Ganguly,6,3,0,0,50.0,0.0,0.0,0.09722222222222221,0.0,0.0,1.0,0.2986111111111111,0.7013888888888888
CL White,SK Raina,7,10,0,1,142.85714285714286,0.0,0.14285714285714285,0.27777777777777773,0.14285714285714285,0.0,1.0,0.4246031746031746,0.5753968253968254
CL White,SMSM Senanayake,8,7,0,0,87.5,0.0,0.0,0.17013888888888887,0.0,0.0,1.0,0.3350694444444444,0.6649305555555556
CL White,Sohail Tanvir,7,1,0,0,14.285714285714285,0.0,0.0,0.027777777777777773,0.0,0.0,1.0,0.2638888888888889,0.7361111111111112
CM Gautam,AB Dinda,7,6,0,1,85.71428571428571,0.0,0.14285714285714285,0.16666666666666663,0.14285714285714285,0.0,1.0,0.369047619047619,0.6309523809523809
CM Gautam,AR Patel,7,8,0,1,114.28571428571428,0.0,0.14285714285714285,0.22222222222222218,0.14285714285714285,0.0,1.0,0.3968253968253968,0.6031746031746033
CM Gautam,B Kumar,10,13,1,2,130.0,0.1,0.2,0.25277777777777777,0.2,0.23333333333333336,0.7666666666666666,0.3680555555555555,0.6319444444444444
CM Gautam,R Dhawan,6,3,1,0,50.0,0.16666666666666666,0.0,0.09722222222222221,0.0,0.3888888888888889,0.6111111111111112,0.2013888888888889,0.7986111111111112
CM Gautam,Sandeep Sharma,15,21,0,4,140.0,0.0,0.26666666666666666,0.2722222222222222,0.26666666666666666,0.0,1.0,0.4527777777777778,0.5472222222222223
CR Brathwaite,RA Jadeja,6,9,0,2,150.0,0.0,0.3333333333333333,0.29166666666666663,0.3333333333333333,0.0,1.0,0.47916666666666663,0.5208333333333334
CV Varun,Navdeep Saini,6,3,0,0,50.0,0.0,0.0,0.09722222222222221,0.0,0.0,1.0,0.2986111111111111,0.7013888888888888
D Brevis,AR Patel,10,12,0,1,120.0,0.0,0.1,0.2333333333333333,0.1,0.0,1.0,0.39166666666666666,0.6083333333333334
D Brevis,Arshad Khan,6,2,0,0,33.33333333333333,0.0,0.0,0.0648148148148148,0.0,0.0,1.0,0.2824074074074074,0.7175925925925926
D Brevis,Avesh Khan,6,12,1,3,200.0,0.16666666666666666,0.5,0.38888888888888884,0.5,0.3888888888888889,0.6111111111111112,0.4722222222222222,0.5277777777777778
D Brevis,Kuldeep Yadav,16,22,0,3,137.5,0.0,0.1875,0.26736111111111105,0.1875,0.0,1.0,0.4305555555555555,0.5694444444444444
D Brevis,MM Sharma,8,11,1,1,137.5,0.125,0.125,0.26736111111111105,0.125,0.2916666666666667,0.7083333333333333,0.34201388888888884,0.6579861111111112
D Brevis,Naveen-ul-Haq,6,11,1,2,183.33333333333331,0.16666666666666666,0.3333333333333333,0.3564814814814814,0.3333333333333333,0.3888888888888889,0.6111111111111112,0.4143518518518518,0.5856481481481481
D Brevis,OF Smith,6,11,1,2,183.33333333333331,0.16666666666666666,0.3333333333333333,0.3564814814814814,0.3333333333333333,0.3888888888888889,0.6111111111111112,0.4143518518518518,0.5856481481481481
D Brevis,R Sai Kishore,14,13,0,1,92.85714285714286,0.0,0.07142857142857142,0.18055555555555552,0.07142857142857142,0.0,1.0,0.3581349206349206,0.6418650793650794
D Brevis,Rashid Khan,9,9,0,1,100.0,0.0,0.1111111111111111,0.19444444444444442,0.1111111111111111,0.0,1.0,0.375,0.625
D Brevis,Ravi Bishnoi,9,11,0,1,122.22222222222223,0.0,0.1111111111111111,0.2376543209876543,0.1111111111111111,0.0,1.0,0.3966049382716049,0.6033950617283951
D Padikkal,Arshdeep Singh,16,19,2,2,118.75,0.125,0.125,0.23090277777777773,0.125,0.2916666666666667,0.7083333333333333,0.3237847222222222,0.6762152777777778
D Padikkal,B Kumar,8,7,0,1,87.5,0.0,0.125,0.17013888888888887,0.125,0.0,1.0,0.3663194444444444,0.6336805555555556
D Padikkal,C Sakariya,21,26,0,4,123.80952380952381,0.0,0.19047619047619047,0.2407407407407407,0.19047619047619047,0.0,1.0,0.41798941798941797,0.5820105820105821
D Padikkal,CH Morris,8,14,0,2,175.0,0.0,0.25,0.34027777777777773,0.25,0.0,1.0,0.48263888888888884,0.5173611111111112
D Padikkal,DJ Willey,6,3,1,0,50.0,0.16666666666666666,0.0,0.09722222222222221,0.0,0.3888888888888889,0.6111111111111112,0.2013888888888889,0.7986111111111112
D Padikkal,DL Chahar,10,17,0,4,170.0,0.0,0.4,0.3305555555555555,0.4,0.0,1.0,0.5152777777777777,0.4847222222222223
D Padikkal,GJ Maxwell,7,9,0,1,128.57142857142858,0.0,0.14285714285714285,0.25,0.14285714285714285,0.0,1.0,0.4107142857142857,0.5892857142857143
D Padikkal,HH Pandya,13,14,0,2,107.6923076923077,0.0,0.15384615384615385,0.20940170940170938,0.15384615384615385,0.0,1.0,0.39316239316239315,0.6068376068376069
