bowler,pressure_balls,pressure_exposure,total_runs_conceded,weighted_runs_conceded,wickets,weighted_wickets,dot_balls,weighted_dot_balls,pressure_avg_score_per_ball,pressure_economy_raw,pressure_dot_rate_raw,pressure_wicket_rate_raw,reliability_raw,pressure_economy_reliable,pressure_exposure_norm,pressure_dot_rate_raw_norm,pressure_wicket_rate_raw_norm,reliability_raw_norm,pressure_economy_norm_temp,pressure_economy_norm,bowler_clutch_index,death_economy,middle_economy,pp_economy,death_bowler_score,set_batter_control_score,momentum_breaker_score,reliability_label,risk_score_raw,reward_score_raw,risk_score_norm,reward_score_norm,risk_reward_profile,bowler_role,strength_tags,weakness_tags,best_phase,death_finish_fit,high_pressure_chase_fit,collapse_situation_fit,controlled_chase_fit,comfortable_chase_fit,neutral_situation_fit
Naveen-ul-Haq,230,479.2,356,856.9,9,21.5,74,148.0,2.083478260869565,10.729131886477461,0.3088480801335559,0.04486644407345576,230,10.537006126074703,0.06636423657700254,0.47516952796405676,0.2641520591040638,0.051953282319774474,0.7661725638750354,0.2338274361249646,0.24485388377588954,10.626506024096386,7.238095238095237,9.5,0.3218316180066778,0.24738660000305557,0.5651350582289819,High Reliability,10.537006126074703,17.685726210350584,0.7661725638750354,0.5247049112748953,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak vs Set Batters,Middle,0.29860095012929083,0.3229312941515213,0.2712164490547931,0.28073484331624055,0.28060820750488225,0.23566977036060258
Noor Ahmad,251,548.8,346,761.1,13,25.8,86,178.8,2.186454183266932,8.321064139941692,0.3258017492711371,0.04701166180758018,251,8.5423537559351,0.08118757054927268,0.5279003797216325,0.28076843055745254,0.06041079339508659,0.3462351979706304,0.6537648020293696,0.40877065768799586,6.571428571428572,8.77456647398844,7.368421052631579,0.0,0.3892085176082901,0.46091960001269683,High Reliability,8.5423537559351,18.640670553935863,0.3462351979706304,0.5793796282538316,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Death,0.1803922234331665,0.22648418343443616,0.34268172426645716,0.36107782448508796,0.3620559314890733,0.25041158560611937
OC McCoy,129,369.4,212,619.0,6,19.6,28,78.8,2.863565891472868,10.054141851651327,0.21331889550622632,0.053059014618299954,129,9.942154638402915,0.042979149362128086,0.17804592408650155,0.3276098578933252,0.011276681433749498,0.6409375251400784,0.3590624748599216,0.23437756314463207,10.043478260869566,10.8,6.0,0.0,0.23091171096529647,0.38216287120285763,Medium Reliability,9.942154638402915,13.318895506226312,0.6409375251400784,0.27468486094763467,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Powerplay,0.11761032368164909,0.15582661080193486,0.21810140015133322,0.2294297368458441,0.22960302945481093,0.14162486966597457
P Awana,337,781.1,516,1415.9,20,44.199999999999996,120,243.3,2.317804154302671,10.876200230444246,0.311483804890539,0.05658686467801817,337,10.718193434291504,0.13066257747108811,0.483367400076953,0.3549357866751249,0.09504631494160291,0.8043182187705538,0.19568178122944624,0.2652532788955453,11.63076923076923,7.62043795620438,9.600000000000001,0.2650300828115589,0.2666735341132781,0.3811915171643666,High Reliability,10.718193434291504,18.403533478427857,0.8043182187705538,0.5658024993083529,Moderate Profile,Death Specialist,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Middle,0.25701253180498324,0.268628675240264,0.25489662308472755,0.263335958521538,0.2632649457606514,0.23995048632500388
P Kumar,1251,2706.0,1507,3732.7,46,106.9,535,1022.4,2.1630695443645083,8.27649667405765,0.3778270509977827,0.03950480413895048,1251,8.329407164225382,0.5406257321150939,0.6897142296162103,0.22262200864164505,0.4631494160289972,0.30140321013174654,0.6985967898682535,0.5543849255256236,8.721951219512196,8.834170854271356,6.488783943329398,0.4968492555223855,0.33703525046383664,0.5297305168986646,High Reliability,8.329407164225382,20.86659275683666,0.30140321013174654,0.7068233555016527,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Powerplay,0.5111103863056287,0.5143985124432565,0.4551345556292811,0.4705638148572017,0.4814312986102911,0.48284574658796275
P Negi,410,884.7,566,1344.5,22,51.2,125,241.1,2.1578048780487804,9.11834520176331,0.27252175878828977,0.057872725217587885,410,9.176484595943604,0.1527271952803868,0.3621840821463628,0.3648957716327665,0.12444623439387838,0.479739781816126,0.520260218183874,0.36286074985162764,10.894736842105264,8.19078947368421,7.235294117647058,0.0,0.4005134096803475,0.47758990964770615,High Reliability,9.176484595943604,16.519724200293883,0.479739781816126,0.45794622494415826,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Powerplay,0.18102060906914458,0.22877960003391518,0.35130210965934544,0.3613402024407969,0.3594575694493609,0.24391391703580234
PJ Cummins,704,1496.8,910,2174.1,41,76.5,285,538.9,2.1261363636363635,8.714991982896846,0.3600347407803314,0.051109032602886156,704,8.777209200756605,0.2830916022405384,0.6343749596984373,0.31250573816686383,0.24285138944824808,0.39567969182985263,0.6043203081701474,0.4676371267135173,9.104895104895105,7.168141592920355,7.576119402985075,0.4313669635445872,0.467745679339527,0.5977134371542326,High Reliability,8.777209200756605,20.557188669160876,0.39567969182985263,0.6891086258009801,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Middle,0.43710913926381567,0.4537437866247802,0.4487332347677099,0.45996709399967284,0.45996166636837243,0.42487343585669635
PJ Sangwan,408,834.5,598,1359.7,20,29.8,139,267.6,2.045343137254902,9.776153385260635,0.32067106051527866,0.03571000599161175,408,9.76273354278917,0.14203565267395057,0.5119424424748973,0.19322836034022994,0.12364075714861057,0.60316371381954,0.39683628618045996,0.31359628434214,10.588235294117647,8.157303370786517,9.061224489795919,0.0,0.3953213018340283,0.4345838817912383,High Reliability,9.76273354278917,17.81905332534452,0.60316371381954,0.5323384684836255,Moderate Profile,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.16213276692651232,0.20559115510563614,0.3284064545154147,0.33381798000049673,0.3297317291259023,0.22304888767595324
PP Chawla,1670,3541.5,2175,5135.3,87,159.0,573,1106.9,2.1206586826347307,8.70021177467175,0.3125511788790061,0.04489623041084286,1670,8.727915723902862,0.7185696334632506,0.4866872442415997,0.26438277733764304,0.6318968989126057,0.385301857007045,0.614698142992955,0.536333489274131,10.074626865671643,7.551724137931034,7.867924528301887,0.39749401530952905,0.5590815014420578,0.5920192936582032,High Reliability,8.727915723902862,17.872370464492448,0.385301857007045,0.5353911065903606,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.4965431080934422,0.5159956359283095,0.5745451363374148,0.5686295652470946,0.5674921646386983,0.5205077346623371
PP Ojha,1039,2151.2,1258,2845.8,57,110.1,362,700.2,2.0704523580365732,7.937337300111567,0.3254927482335441,0.051180736333209374,1039,8.016120143459153,0.42246501820969906,0.5269392964437872,0.313061139047013,0.37776882803060813,0.23544639066680828,0.7645536093331917,0.5367404858992928,8.63265306122449,7.196374622356495,6.946236559139784,0.4182337819761631,0.5013791096213903,0.6089190724103415,High Reliability,8.016120143459153,18.833674228337674,0.23544639066680828,0.5904299280380007,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.470393508430239,0.48946203747365685,0.5070053899304997,0.5167220416378291,0.5184901104517242,0.4761957859826272
PV Tambe,211,392.7,276,570.3,7,6.8999999999999995,48,77.5,1.8611374407582937,8.713521772345302,0.19735166793990325,0.01757066462948816,211,8.893542051248886,0.047941558579856464,0.12838319309024337,0.05272512414267623,0.044301248489730174,0.42017143361664844,0.5798285663833516,0.25078302031670846,,7.5,9.209302325581396,0.0,0.3793668013552196,0.4318155674364491,High Reliability,8.893542051248886,10.74611662846957,0.42017143361664844,0.12738208049174538,Low Risk Support,Balanced Support Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.134113277468104,0.1772948342117489,0.2906974987387398,0.2945923982781632,0.2881632092262376,0.18283175567118684
PVD Chameera,157,274.09999999999997,214,441.59999999999997,9,19.5,73,121.3,1.7458598726114647,9.666545056548706,0.44253921926304274,0.07114191900766145,157,9.663328286421486,0.02268225672480991,0.8909879317284347,0.4676759460624051,0.022553362867498997,0.5822357656010861,0.41776423439891386,0.4236079323932592,10.363636363636363,3.84,8.318181818181818,0.0,0.46023473467351533,0.32938658363475054,Medium Reliability,9.663328286421486,25.68405691353521,0.5822357656010861,0.9826441309143531,Attacking but Expensive,Strike Bowler,No Strong Specialist Tag,"Weak at Death, Can Be Expensive",Middle,0.15869297507365224,0.1916316334371273,0.3373721295344951,0.35559351789677024,0.35376217778275754,0.2648731243221316
PWH de Silva,356,693.1,530,1125.2,19,31.2,122,224.8,1.9469101123595507,9.740585774058577,0.3243399220891646,0.04501514932910114,356,9.729827381714172,0.11192043106936726,0.5233536711712742,0.26530389638639135,0.1026983487716472,0.5962359268975039,0.40376407310249607,0.3261068386349765,8.333333333333332,8.936619718309858,9.11111111111111,0.0,0.39914069716203726,0.4881823613071751,High Reliability,9.729827381714172,18.46775357091329,0.5962359268975039,0.5694793789135238,Moderate Profile,Strike Bowler,No Strong Specialist Tag,Weak at Death,Death,0.17015881617056747,0.21897705230128497,0.3394020956812216,0.346920827248035,0.343269134321682,0.22567562720214518
Pankaj Singh,137,290.9,182,438.8,6,10.8,52,105.1,2.1233576642335765,9.050532829150912,0.36129254039188724,0.03712616019250602,137,9.211681171148532,0.026260302856047538,0.6382870830458646,0.20419757053415027,0.014498590414820788,0.487149773302201,0.512850226697799,0.35338341453012184,11.28,6.387096774193548,7.555555555555555,0.0,0.5006489434187167,0.46368350586021756,Medium Reliability,9.211681171148532,19.920935029219663,0.487149773302201,0.6526803376768803,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Middle,0.16007316807378622,0.20644151865980795,0.35920940308408894,0.3687903678454243,0.3614270914009946,0.2436579430580152
R Ashwin,2584,4862.9,2889,5959.6,121,214.0,892,1556.3,1.8819272445820432,7.353143186164636,0.32003536984104136,0.04400666269098686,2584,7.396804622042719,1.0,0.5099652592212395,0.2574923869446583,1.0000000000000002,0.10506089963052911,0.8949391003694709,0.7167202143624944,8.0625,6.870103092783505,6.241486068111455,0.49594208140162166,0.6197699496242963,0.6707283163634132,High Reliability,7.396804622042719,18.20210162660141,0.10506089963052911,0.554269649710223,Low Risk Support,Control Bowler,"Momentum Breaker, Overall Clutch",No Major Weakness Tag,Powerplay,0.6529632376758654,0.6704418611720445,0.73024519923181,0.7209287231868446,0.7257762364237546,0.6846275960202625
R Bhatia,705,1442.5,954,2168.1,32,63.6,179,355.3,2.0460992907801416,9.018093587521664,0.24630849220103987,0.04409012131715771,705,9.060155444521687,0.2715268459949311,0.28065318383302584,0.2581388385898152,0.24325412807088198,0.4552488188005528,0.5447511811994472,0.3634757576107026,8.142857142857142,8.134078212290502,8.0,0.5429352900621666,0.3938616363629648,0.3558219787657772,High Reliability,9.060155444521687,14.51993067590988,0.4552488188005528,0.34344934803560256,Moderate Profile,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.42505123595614946,0.4063399048265105,0.34853573349704514,0.35302752103642304,0.35150822709880997,0.39638457204304794
R Dhawan,429,756.3,584,1089.5,19,31.9,123,196.2,1.7629370629370629,8.643395477984928,0.2594208647362158,0.04217902948565384,429,8.748805932080657,0.12538069984878497,0.3214364837034819,0.24333595343337372,0.13209826822392268,0.38969990607399274,0.6103000939260073,0.35857645210118366,9.428571428571429,7.871559633027522,8.185185185185185,0.0,0.403741954255571,0.4280756235882628,High Reliability,8.748805932080657,15.079994711093482,0.38969990607399274,0.37551544991833496,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.17367019679712373,0.21647775915595,0.3429885753771829,0.35205420946332655,0.3497959343556072,0.24399371192517608
R McLaren,174,276.6,247,433.3,6,8.9,63,96.8,1.5896551724137933,9.399132321041215,0.3499638467100506,0.032176428054953,174,9.455850023536929,0.023214704065767908,0.6030515442196572,0.16585806471893927,0.029399919452275478,0.5385550338091778,0.4614449661908222,0.32170985750959974,5.5,9.529411764705882,8.170212765957446,0.0,0.34095308282617465,0.4187004259398643,Medium Reliability,9.455850023536929,19.10701373825018,0.5385550338091778,0.6060798038072192,Moderate Profile,Strike Bowler,No Strong Specialist Tag,Weak at Death,Death,0.1476425161862209,0.18951255878020734,0.289381112444989,0.30303444808202645,0.30207228681619774,0.20128454748691618
R Rampaul,201,363.4,225,487.7,12,25.7,91,142.1,1.807960199004975,8.052283984589984,0.39102916895982387,0.07072096862960925,201,8.371197061010706,0.04170127574382894,0.7307766639183667,0.4644153596268679,0.040273862263391066,0.3102013041957352,0.6897986958042648,0.490750525828453,10.909090909090908,6.55813953488372,5.664,0.0,0.5391074997375219,0.5224415976599491,High Reliability,8.371197061010706,23.087506879471658,0.3102013041957352,0.8339803483727745,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Powerplay,0.20709495044561427,0.2593391102116092,0.42391834834991393,0.4440243328327136,0.4416064841372602,0.3101627896183943
R Sathish,102,240.1,173,455.0,3,7.9,22,46.2,2.353921568627451,11.370262390670554,0.19241982507288632,0.03290295710120783,102,10.805448324075641,0.015440972887781401,0.113043724506664,0.1714855944154406,0.00040273862263391635,0.822688130804732,0.17731186919526798,0.12132143779819532,18.857142857142858,9.910112359550562,4.0,0.0,0.2719871158927046,0.13109744697122103,Medium Reliability,10.805448324075641,11.266139108704708,0.822688130804732,0.1571556292022328,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",Powerplay,0.05005538728862707,0.06316513198574916,0.15182588713076642,0.15033853818481901,0.14280525428009355,0.10298640909121413
R Sharma,465,957.0,599,1326.8,20,37.4,152,301.40000000000003,2.0580645161290323,8.318495297805642,0.3149425287356322,0.03908045977011494,465,8.448080960952863,0.16812557238089154,0.4941250391971903,0.21933513312101033,0.14659685863874344,0.32638779508783355,0.6736122049121664,0.41833482790390647,12.2,7.37190082644628,7.666666666666666,0.0,0.4602059509137036,0.4150494957359804,High Reliability,8.448080960952863,17.70114942528736,0.32638779508783355,0.5255879574097176,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.1888306601321852,0.2303356097057832,0.37798506067071763,0.3894784029834859,0.38738484683299607,0.2813646501401148
R Tewatia,424,902.9,556,1208.2,15,29.0,122,252.3,2.1294811320754716,8.028796101450881,0.27943293830989036,0.03211872854136671,424,8.200149638030114,0.1566034119225609,0.38367986455582814,0.1654111373347495,0.1300845751107531,0.2741904156186046,0.7258095843813954,0.4003505242110634,8.100000000000001,8.136498516320476,6.447761194029851,0.0,0.4287402192589902,0.459749096250392,High Reliability,8.200149638030114,15.577583342562853,0.2741904156186046,0.4040045632161663,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.18856268175693758,0.2345375913819768,0.36811344206564145,0.38020725476826056,0.3787877700158643,0.26540093980283636
R Vinay Kumar,1107,2411.9,1507,3576.1,59,136.4,376,730.9,2.1787714543812107,8.89613997263568,0.3030390978067084,0.0565529250798126,1107,8.92885767598859,0.4779886269247972,0.4571019000391746,0.3546728982224556,0.40515505436971405,0.42760648879241403,0.572393511207586,0.47490648805067215,10.180505415162454,8.206896551724139,6.983402489626556,0.4140020032417955,0.49245855234030456,0.5717987733620349,High Reliability,8.92885767598859,17.97960114432605,0.42760648879241403,0.5415305293857767,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.4515705976312383,0.4673502746432623,0.48647788087812444,0.4890878493476907,0.48821024613320907,0.45272806465423576
RA Jadeja,1824,3574.7000000000003,2280,4975.2,84,141.9,600,1100.0,1.9598135964912282,8.35068677091784,0.3077181301927434,0.0396956387948639,1824,8.385439728690097,0.7256405341511726,0.47165505435135735,0.2241001707313927,0.693918646798228,0.31319983588891254,0.6868001641110875,0.5577690472579293,9.035714285714285,7.445095168374817,6.86896551724138,0.455213975754696,0.5622730177321418,0.6025370688563227,High Reliability,8.385439728690097,17.370688449380367,0.31319983588891254,0.5066676292757625,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.5387569082522781,0.5534892175624408,0.5955289611516421,0.5884962826509166,0.588271084127206,0.5534535134080083
RD Chahar,972,1968.0,1252,2759.8,47,98.6,320,609.6,2.0246913580246915,8.414024390243902,0.3097560975609756,0.05010162601626016,972,8.474650771749682,0.3834472770642984,0.4779937267832036,0.30470259455971843,0.3507853403141361,0.33198158001277944,0.6680184199872206,0.4829413368551699,7.404255319148936,8.044386422976501,6.30188679245283,0.0,0.4393037292267552,0.49962650596120184,High Reliability,8.474650771749682,17.992886178861788,0.33198158001277944,0.5422911553931206,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.24829711115509315,0.2982597617512134,0.4445740086982244,0.4533636889066968,0.45554556928811757,0.33365508163453944
RE van der Merwe,211,517.1,230,608.5,13,32.300000000000004,78,186.70000000000002,2.4507109004739336,7.060529878166699,0.36105202088570876,0.06246374008895765,211,7.557215270897603,0.07443613826592552,0.6375389972880158,0.4004567346237089,0.044301248489730174,0.13883241107360922,0.8611675889263908,0.5246033480954434,8.0,5.7272727272727275,9.076923076923077,0.0,0.5488400353552451,0.310295003846483,High Reliability,7.557215270897603,21.17578804873332,0.13883241107360922,0.7245261307358618,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Middle,0.18434027487429283,0.21536977525894113,0.39416409986543927,0.4169673704827348,0.4157555361197448,0.3262545335826859
RG Sharma,202,358.5,248,508.1,14,15.600000000000001,58,84.3,1.7747524752475248,8.50376569037657,0.23514644351464434,0.04351464435146444,202,8.731833535187175,0.04065767895555131,0.24593595950732217,0.2536813241507359,0.04067660088602497,0.3861266801067862,0.6138733198932138,0.3249454306261716,8.333333333333332,7.309859154929577,7.142857142857142,0.0,0.42153778278173415,0.35116309842053395,High Reliability,8.731833535187175,13.933054393305438,0.3861266801067862,0.3098481283743829,Low Risk Support,Balanced Support Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.14001231255252675,0.17512862239458013,0.3071425214914616,0.3165263453706908,0.3116967277629127,0.22038721893971924
RJ Harris,310,700.6,354,856.0,13,27.599999999999998,142,306.8,2.2600000000000002,7.330859263488438,0.4379103625463888,0.039394804453325716,310,7.653410425256991,0.11351777309224119,0.8765908383705211,0.22176997595189896,0.08417237213048732,0.15908453136243006,0.8409154686375699,0.5394374800645184,7.588235294117647,7.3235294117647065,6.379310344827587,0.5069594742164092,0.45494854218975495,0.4575568239627092,High Reliability,7.653410425256991,23.865258349985726,0.15908453136243006,0.878510002709128,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Powerplay,0.4442505128274932,0.43931024780212324,0.4024371990011832,0.42942490129162286,0.43364934818536105,0.44613042483743376
RP Meredith,186,372.3,264,584.2,8,15.4,66,120.0,2.0016129032258063,9.414987912973409,0.32232070910556004,0.0413644910018802,186,9.46546242891591,0.04359678827763935,0.5170733303411349,0.23702672253612533,0.034232782923882404,0.5405787489463532,0.45942125105364684,0.32158024497826254,12.0,7.7727272727272725,7.9411764705882355,0.0,0.36699910626503957,0.3694901974162888,Medium Reliability,9.46546242891591,18.18426000537201,0.5405787489463532,0.553248139296851,Moderate Profile,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.1409535082955913,0.17790252803722018,0.2895893445053638,0.30168577454374385,0.299414831479405,0.20716683668289526
RP Singh,841,1820.1,1080,2570.0,34,79.2,330,629.3,2.1642092746730084,8.472061974616778,0.34575023350365364,0.043514092632272953,841,8.538345120161404,0.35194769237322426,0.5899459791913909,0.25367705065864327,0.29802658074909383,0.3453912534453205,0.6546087465546795,0.4804324791950376,8.20253164556962,9.017142857142858,7.098425196850393,0.4671269052187348,0.3538596135864609,0.4798224314198705,High Reliability,8.538345120161404,19.46321630679633,0.3453912534453205,0.626473950076846,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.4469925789725347,0.44826213159264827,0.3995287869878136,0.4149777251905396,0.4213063684709684,0.424430627812355
RR Powar,211,420.7,272,567.3,7,14.2,78,150.4,1.9938388625592416,8.09080104587592,0.3574994057523176,0.03375326836225338,211,8.390116483106974,0.05390496879858582,0.6264893288988108,0.1780719131558547,0.044301248489730174,0.3141844405048375,0.6858155594951625,0.41346356440300086,,8.021739130434781,7.512605042016807,0.0,0.3861543277276096,0.5747732271768368,High Reliability,8.390116483106974,19.56263370572855,0.3141844405048375,0.6321660285586069,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.19622706245073526,0.2537043851684189,0.36233480093872694,0.3821583785681601,0.38352384040192966,0.24926147858018183
RS Bopara,106,233.2,133,311.3,8,21.2,35,82.5,2.1999999999999997,8.00943396226415,0.3537735849056604,0.09090909090909091,106,8.536290906481414,0.013971418226737378,0.6149009402647033,0.6207879895031623,0.002013693113169554,0.3449587765412274,0.6550412234587726,0.4786992962094711,10.2,6.473684210526316,,0.0,0.6246987537639245,0.5438914071633741,Medium Reliability,8.536290906481414,22.234133790737566,0.3449587765412274,0.7851210274946562,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Powerplay,0.20156058909384933,0.2559497298101867,0.44750040792505,0.46403471520214246,0.4567347423244198,0.3167215232035488
Rashid Khan,1363,2791.2000000000003,1598,3625.0,78,150.7,511,979.1,2.0478356566397653,7.792347377472054,0.35078102608197187,0.05399111493264545,1363,7.858195935531147,0.5587715374949419,0.6055932102136344,0.3348296961449918,0.5082561417639951,0.20219835362405036,0.7978016463759496,0.6019565023039484,7.9816513761467895,6.920318725099602,7.08,0.5608830822022479,0.5679055224215308,0.657844106064873,High Reliability,7.858195935531147,20.238607050730863,0.20219835362405036,0.6708684425490888,High Impact Control,Control Bowler,"Momentum Breaker, High Impact Control",No Major Weakness Tag,Middle,0.5778015497413288,0.5874976521275914,0.5824761079892965,0.588863675010415,0.590566224004536,0.5708228972210467
Rasikh Salam,116,245.9,201,443.6,7,10.700000000000001,30,66.0,2.1198275862068967,10.823912159414396,0.2684017893452623,0.04351362342415616,116,10.47129633676609,0.016676250718803916,0.3493697765124014,0.2536734162786764,0.006041079339508662,0.752338576434677,0.24766142356532295,0.21039568234785005,10.142857142857142,10.161290322580646,12.5,0.0,0.31713183887346813,0.3872142924079893,Medium Reliability,10.47129633676609,15.595770638470924,0.752338576434677,0.40504586500832374,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,Weak at Death,Death,0.1115872263490872,0.15030865558988615,0.24224613854217594,0.24712706086631214,0.2417902530400312,0.14849080261475994
Ravi Bishnoi,737,1351.1,934,1826.2,35,59.2,265,474.8,1.8332428765264586,8.109836429575902,0.35141736362963516,0.04381614980386352,737,8.207891778918095,0.25206057120950737,0.6075724054321626,0.2560167172031945,0.25614176399516714,0.2758203809697759,0.7241796190302241,0.48960395326859274,9.600000000000001,7.57679180887372,7.239669421487603,0.0,0.4994174486578482,0.49424208773051237,High Reliability,8.207891778918095,19.761675671674933,0.2758203809697759,0.6435620467958497,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.23495856607600013,0.28438277484905133,0.4472738656925309,0.4584563003867394,0.4579656256172767,0.33414633563828183
S Aravind,367,706.3,457,1046.1,25,36.6,146,245.5,1.9245231607629427,8.88659209967436,0.3475860116097976,0.05181934022370098,367,8.978514824919882,0.11473175302962536,0.5956557840949382,0.3180076203701868,0.10712847362062024,0.4380608880815844,0.5619391119184156,0.40733398038097635,11.529411764705882,6.880000000000001,6.796680497925311,0.0,0.42201357764123126,0.3604781539041162,High Reliability,8.978514824919882,19.97026759167493,0.4380608880815844,0.6555048414379693,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Powerplay,0.17197448922395453,0.20802230461436616,0.3430595727746223,0.3573358682496273,0.35660188838661466,0.2634055787237298
S Badree,105,210.2,137,321.3,6,10.299999999999999,43,76.6,2.0019047619047616,9.171265461465271,0.3644148430066603,0.04900095147478591,105,9.326737128160996,0.009072902689923966,0.6479983540979183,0.29617701846574246,0.0016109544905356446,0.5113726886546355,0.4886273113453645,0.36137666433615184,,7.0,8.0,0.0,0.0,0.17482517971004094,Medium Reliability,9.326737128160996,20.670789724072314,0.5113726886546355,0.6956127802760695,High Impact Control,Balanced Support Bowler,High Impact Control,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",Middle,0.11680958621412445,0.13429210418512855,0.12563139292415326,0.1616885116332417,0.1797573448500493,0.1447923089080411
S Gopal,430,831.1,557,1123.9,24,46.1,131,241.2,1.9327906976744187,8.113825051137049,0.29021778366020934,0.055468655998074844,430,8.274179486250066,0.14131152429024774,0.4172238765794807,0.34627439510970154,0.13250100684655658,0.2897760384194408,0.7102239615805592,0.43572487021922496,8.142857142857142,7.927152317880795,7.315789473684211,0.0,0.4655470970349933,0.48968734464896446,High Reliability,8.274179486250066,17.284321982914207,0.2897760384194408,0.5017227734396836,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.20225947027913438,0.25122820474403085,0.3963103718161581,0.40998045364400315,0.4084893423032147,0.2872745185216722
S Kaul,593,1652.3,803,2457.7,28,71.5,199,462.2,2.7863406408094433,8.924650487199662,0.27973128366519395,0.043273013375295044,593,8.981305008274493,0.3162098268481247,0.38460780555641083,0.2518097052512612,0.19814740233588402,0.4386483098628764,0.5613516901371236,0.3910028079703348,8.59016393442623,7.234449760765551,8.626865671641792,0.45003778275105233,0.41393468658725585,0.3816745154387527,High Reliability,8.981305008274493,16.15021485202445,0.4386483098628764,0.43679020766062504,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.38724099189675276,0.3804046651655228,0.35859222585305056,0.367088402203927,0.365941808273081,0.3814196165437308
S Kaushik,122,336.2,152,435.90000000000003,3,6.4,45,114.4,2.7557377049180327,7.779298036882809,0.34027364663890547,0.01903628792385485,122,8.324045011109321,0.035908248674206125,0.5729121980223121,0.06407751074779451,0.008457511075312125,0.30027430742727335,0.6997256925727267,0.3785339225631378,10.0,6.911392405063291,7.935483870967742,0.0,0.3621966638468035,0.36596567430728333,Medium Reliability,8.324045011109321,17.965496728138014,0.30027430742727335,0.5407229902151286,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.15079695844817376,0.1873935258789021,0.2962869500636848,0.31560763357389277,0.3164244965097095,0.22512152845591263
S Lamichhane,115,167.6,154,241.1,6,8.0,40,54.8,1.457391304347826,8.631264916467781,0.3269689737470167,0.0477326968973747,115,8.940950586696337,0.0,0.5315307880011587,0.2863534053096044,0.005638340716874753,0.43015242869891157,0.5698475713010884,0.36358732268922106,,7.701492537313433,8.5,0.0,0.0,0.5101199015520106,Medium Reliability,8.940950586696337,18.73508353221957,0.43015242869891157,0.5847851818878996,Low Risk Support,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Middle,0.16826056701263806,0.2192725571678391,0.19404847912608233,0.23012529435916068,0.24830466049362176,0.14628068018321963
S Nadeem,420,918.7,536,1304.5,14,24.1,142,275.4,2.1873809523809524,8.519647327745727,0.2997714161314901,0.02623272014803527,420,8.640240976732565,0.1599684791174153,0.44693845774190055,0.11981944736987125,0.1284736206202175,0.36684355172327643,0.6331564482767236,0.37179897184884164,10.56,7.204301075268816,8.120689655172413,0.0,0.3829110787865337,0.43852103234755613,High Reliability,8.640240976732565,16.30020681397627,0.36684355172327643,0.44537789983757636,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.17799894090737645,0.22185104414213208,0.3403675511310519,0.35197821334559853,0.35142260799871394,0.24457284758987602
