batter,pressure_balls,pressure_exposure,total_runs,weighted_runs,total_boundaries,weighted_boundaries,dismissals,weighted_dismissals,pressure_avg_score_per_ball,pressure_adjusted_sr_raw,pressure_boundary_rate_raw,pressure_dismissal_rate_raw,reliability_raw,pressure_adjusted_sr_reliable,pressure_adjusted_sr_reliable_norm,pressure_exposure_norm,pressure_boundary_rate_raw_norm,reliability_raw_norm,pressure_dismissal_rate_norm_temp,pressure_dismissal_rate_norm,batter_clutch_index
ML Hayden,372,233.20000000000002,490,270.2,67,39.1,10,8.2,0.6268817204301076,115.86620926243567,0.16766723842195538,0.035162950257289875,372,113.65683890502892,0.3917877515715543,0.05842751311306981,0.350068870523416,0.12532063026749726,0.10046557216368535,0.8995344278363147,0.32966247115350417
MM Ali,268,353.4,323,384.5,42,53.0,16,30.9,1.3186567164179104,108.80022637238258,0.14997170345217883,0.08743633276740238,268,106.97929823929142,0.3416008036076976,0.09092629643648947,0.3131227384198522,0.08721143275925247,0.24981809362114962,0.7501819063788504,0.2898938970451277
MM Sharma,60,279.1,69,330.5,8,38.7,5,19.200000000000003,4.651666666666667,118.41633823002506,0.13865997850232892,0.06879254747402365,60,108.78124060088766,0.35514381173931664,0.07083761423241228,0.28950522784274135,0.010993037742762916,0.19655013564006754,0.8034498643599325,0.281644773816028
MN Samuels,67,83.7,45,30.1,4,0.8,6,11.7,1.2492537313432837,35.961768219832734,0.009557945041816009,0.13978494623655913,67,62.140125154059234,0.004599299758020148,0.018006813388849834,0.019955830708518883,0.013558079882740931,0.39938556067588316,0.6006144393241168,0.07052961310207868
MN van Wyk,37,17.3,32,11.6,3,2.3,1,0.0,0.46756756756756757,67.05202312138728,0.1329479768786127,0.0,37,84.38943710100537,0.17182030473705556,5.4074514681230236e-05,0.27757926081625506,0.0025650421399780153,0.0,1.0,0.21076058224119343
MP Stoinis,617,1473.1000000000001,872,2002.5,117,268.6,24,74.0,2.3875202593192872,135.93781820650327,0.18233656913990903,0.050234199986423186,617,133.03536732490053,0.5374325699422415,0.3936624668793598,0.38069665496181015,0.21509710516672773,0.1435262856754948,0.8564737143245051,0.4687219568044998
MR Marsh,320,448.3,405,456.7,52,53.6,18,42.7,1.4009375,101.8737452598706,0.11956279277269685,0.09524871737675664,320,101.24474231203982,0.2985011245007615,0.11658465365273347,0.24963261884966106,0.10626603151337485,0.27213919250501895,0.727860807494981,0.2688882588348048
MS Bisla,495,508.1,530,550.5,76,87.9,23,27.8,1.0264646464646465,108.34481401298956,0.17299744144853377,0.05471363904743161,495,107.32410845637793,0.3441923224450322,0.13275293354242146,0.36119768835769633,0.1703920850128252,0.15632468299266172,0.8436753170073383,0.32833351339280925
MS Dhoni,1693,3715.7000000000003,2178,5106.900000000001,251,644.6,61,176.9,2.194743059657413,137.44112818580618,0.1734800979626988,0.04760879511263019,1693,136.2873127887929,0.5618734870324321,1.0,0.362205416655453,0.6093807255404909,0.1360251288932291,0.863974871106771,0.6568848032530415
MS Gony,36,141.29999999999998,31,124.49999999999999,4,16.2,5,16.599999999999998,3.9249999999999994,88.1104033970276,0.11464968152866242,0.11748053786270346,36,93.40617086731548,0.23958812091160175,0.03358027361704428,0.2393746381007528,0.0021986075485525836,0.3356586796077241,0.6643413203922759,0.20522142197467297
MS Wade,107,163.5,106,147.1,14,20.7,7,12.1,1.52803738317757,89.96941896024464,0.12660550458715597,0.07400611620795107,107,92.2782420448555,0.23111085241510487,0.0395825447466609,0.2643369474562136,0.02821546353975815,0.2114460463084316,0.7885539536915684,0.22309910693392676
MV Boucher,181,378.7,244,518.9,27,54.900000000000006,7,19.3,2.0922651933701655,137.02138896223923,0.14496963295484555,0.050963823607076846,181,128.40617997602354,0.5026406014282805,0.09776672254366517,0.30267902153299575,0.05533162330524001,0.14561092459164812,0.8543890754083519,0.3597500893466158
Mandeep Singh,652,868.6,813,1057.0,109,133.6,33,62.8,1.3322085889570552,121.69007598434263,0.1538107299102003,0.07230025328114206,652,119.94713064684834,0.4390642205781722,0.23022224625533985,0.32113816032766074,0.2279223158666178,0.20657215223183445,0.7934278477681656,0.3833719936882952
Mohammad Nabi,76,235.1,104,314.8,14,42.4,6,22.4,3.093421052631579,133.90046788600597,0.18034878774989366,0.09527860484900043,76,119.3443788224809,0.4345340685418301,0.058941221002541504,0.37654640836265685,0.016855991205569805,0.2722245852828583,0.7277754147171417,0.31738977302418847
Mohammed Shami,47,188.9,54,208.9,8,31.4,7,27.1,4.019148936170213,110.58761249338274,0.16622551614610903,0.14346214928533615,47,103.69663875757861,0.3169290466183171,0.0464500081111772,0.3470587291656641,0.006229388054232321,0.4098918551009604,0.5901081448990396,0.24806565234245073
Mohammed Siraj,83,436.5,82,428.5,12,63.300000000000004,5,27.900000000000002,5.259036144578313,98.1672394043528,0.1450171821305842,0.06391752577319589,83,97.81080483351444,0.27269239488415853,0.11339425728654086,0.30277829844840165,0.019421033345547817,0.18262150220913106,0.8173784977908689,0.2618235589591509
N Jagadeesan,62,122.6,76,143.8,11,21.7,4,11.4,1.9774193548387096,117.29200652528549,0.1769983686786297,0.09298531810766722,62,108.33089800771283,0.3517591344425476,0.028524306494349207,0.3695511394532603,0.01172590692561378,0.26567233745047775,0.7343276625495223,0.2770328382876722
N Pooran,611,1144.3,1000,1740.0,141,250.3,27,69.4,1.8728314238952537,152.0580267412392,0.21873634536397799,0.0606484313554138,611,147.90984948743312,0.6492259531125842,0.3047639647434164,0.45669497562357836,0.21289849761817514,0.1732812324440394,0.8267187675559606,0.503754071935576
N Rana,1118,1489.8,1436,1834.8,195,263.9,46,86.0,1.3325581395348838,123.15747080144985,0.17713787085514834,0.05772586924419385,1118,122.0470963427372,0.4548471074793662,0.3981776888552425,0.3698424030884765,0.39868083547086847,0.16493105498341099,0.835068945016589,0.46035976104835563
N Saini,86,52.3,86,23.8,10,2.2,5,7.5,0.6081395348837209,45.50669216061186,0.042065009560229454,0.14340344168260039,86,64.51861542727028,0.02247551699869771,0.009517114583896608,0.08782664117272151,0.02052033711982411,0.4097241190931439,0.5902758809068561,0.08617326455082587
N Wadhera,110,197.0,132,257.0,19,39.9,9,30.200000000000003,1.790909090909091,130.45685279187816,0.20253807106598984,0.15329949238578683,110,120.07006237126708,0.4399881487675079,0.048640025955767045,0.42287494231656675,0.029314767314034443,0.4379985496736766,0.5620014503263234,0.3097518661753791
NK Patel,102,213.8,107,249.7,14,33.3,4,9.5,2.096078431372549,116.7913938260056,0.15575304022450887,0.04443405051449953,102,110.35314699045203,0.3669579193765643,0.05318228518899043,0.32519346883238376,0.026383290582630996,0.1269544300414272,0.8730455699585729,0.29746069569653333
NLTC Perera,145,361.0,205,537.9,26,68.2,9,28.6,2.489655172413793,149.00277008310246,0.1889196675900277,0.07922437673130195,145,135.7249119710051,0.5576466044135108,0.09298112799437626,0.39444136657433065,0.042139978013924516,0.2263553620894341,0.7736446379105659,0.38450653284357444
NV Ojha,639,876.3,725,925.7,92,113.6,32,55.5,1.3713615023474177,105.63733881090951,0.12963596941686636,0.06333447449503594,639,105.02643784102658,0.32692352823125936,0.23230411507056722,0.2706641906915786,0.22315866617808722,0.18095564141438839,0.8190443585856116,0.33320809869562823
Naman Dhir,83,190.20000000000002,140,370.8,22,55.7,5,4.5,2.2915662650602413,194.9526813880126,0.2928496319663512,0.02365930599369085,83,158.21074231203897,0.726645230365711,0.046801492456605205,0.6114345346206547,0.019421033345547817,0.06759801712483099,0.9324019828751691,0.4878869241200527
Nithish Kumar Reddy,63,89.5,79,108.6,7,9.2,3,5.7,1.4206349206349207,121.34078212290503,0.10279329608938546,0.06368715083798883,63,110.66748182335536,0.36932039183339127,0.019574974314605524,0.21461994244117152,0.012092341517039208,0.18196328810853948,0.8180367118914605,0.26745366537915527
OA Shah,109,237.1,133,253.0,15,25.9,6,14.7,2.175229357798165,106.70603121045971,0.10923660902572754,0.061999156474061574,109,103.72272688198896,0.3171251193055229,0.05948196614935381,0.22807279884462514,0.028948332722609015,0.17714044706874732,0.8228595529312527,0.25958556598029037
P Dogra,60,181.3,64,178.5,5,13.899999999999999,3,12.7,3.021666666666667,98.45559845559845,0.07666850523993379,0.0700496414782129,60,97.89356436029132,0.2733143975452843,0.044395176553290436,0.1600745457888315,0.010993037742762916,0.20014183279489395,0.799858167205106,0.2238507485790216
P Kumar,143,602.4,152,634.3000000000001,19,78.60000000000001,15,65.60000000000001,4.212587412587412,105.29548472775565,0.1304780876494024,0.10889774236387784,143,103.20316315215128,0.3132201909526243,0.15824906721462173,0.2724224314861766,0.04140710883107365,0.3111364067539366,0.6888635932460634,0.272898680196168
P Negi,109,366.7,119,386.0,12,40.6,10,40.7,3.3642201834862386,105.26315789473684,0.1107172075265885,0.11098991000818109,109,102.73358731334876,0.30969096075145364,0.09452225166279132,0.23116410904793785,0.028948332722609015,0.3171140285948031,0.6828859714051969,0.2500862980392415
P Simran Singh,242,383.7,347,465.9,56,75.7,19,33.7,1.5855371900826445,121.42298670836591,0.1972895491269221,0.0878290330987751,242,117.27848957438592,0.41900729283453697,0.09911858541069594,0.4119166646922708,0.07768413338219128,0.2509400945679288,0.7490599054320712,0.33577274447033045
PA Patel,1256,1047.1,1459,1059.3,219,162.2,63,74.9,0.8336783439490445,101.16512271989305,0.15490402062840225,0.07153089485244964,1256,101.01405077219128,0.29676729690080617,0.27848375060833824,0.3234208188271793,0.4492488090875779,0.20437398529271322,0.7956260147072868,0.36986671453993236
PA Reddy,108,84.0,116,101.0,13,13.1,6,5.9,0.7777777777777778,120.23809523809523,0.15595238095238095,0.07023809523809524,108,112.95361049373686,0.38650243929104544,0.01808792516087168,0.3256096681096682,0.02858189813118358,0.2006802721088435,0.7993197278911565,0.2912792684738359
PBB Rajapaksa,66,46.1,96,65.1,14,10.5,4,1.5,0.6984848484848485,141.21475054229933,0.227765726681128,0.03253796095444685,66,122.2511181731715,0.45638049132531333,0.007840804628778456,0.4755472293433249,0.0131916452913155,0.09296560272699099,0.907034397273009,0.34813462837837794
PC Valthaty,222,213.7,300,260.1,49,43.6,10,14.1,0.9626126126126126,121.71268132896587,0.20402433317735144,0.06598034627983154,222,117.21018907105353,0.41849396105892755,0.05315524793164981,0.4259780774521066,0.07035544155368266,0.18851527508523294,0.8114847249147671,0.3336271343522461
PD Collingwood,51,69.5,55,79.5,4,6.699999999999999,2,5.2,1.3627450980392157,114.38848920863309,0.09640287769784171,0.0748201438848921,51,105.88880318748934,0.3334048792158857,0.014167522846482452,0.20127752343579683,0.007695126419934041,0.21377183967112023,0.7862281603288798,0.2461641697668984
PD Salt,223,140.0,379,205.2,63,32.4,8,6.7,0.6278026905829597,146.57142857142856,0.23142857142857143,0.047857142857142855,223,137.53254484880847,0.571232381231248,0.03322878927161629,0.4831948051948053,0.0707218761451081,0.136734693877551,0.863265306122449,0.4045527431600544
PJ Cummins,143,488.3,258,737.2,39,108.0,16,62.4,3.4146853146853147,150.9727626459144,0.22117550686053655,0.12779029285275445,143,137.04694938166787,0.5675827509765173,0.1273995565889796,0.4617876491724537,0.04140710883107365,0.36511512243644123,0.6348848775635587,0.3914807131652879
PK Garg,111,222.5,108,197.9,8,14.0,10,24.7,2.0045045045045047,88.9438202247191,0.06292134831460675,0.11101123595505617,111,91.51379016919229,0.2253653978495287,0.05553452657762396,0.13137214845080017,0.02968120190545987,0.317174959871589,0.682825040128411,0.19369357102161638
PN Mankad,54,112.7,71,133.9,10,17.9,1,2.8,2.087037037037037,118.81100266193434,0.15882874889086068,0.024844720496894408,54,108.43029150039031,0.35250615438516597,0.02584761801762829,0.3316151757145546,0.008794430194210332,0.07098491570541259,0.9290150842945875,0.29013493467336554
PP Chawla,253,893.7,289,1011.5,39,135.5,29,125.2,3.532411067193676,113.1811569878035,0.15161687367125432,0.14009175338480473,253,110.54715805349974,0.36841606446515174,0.23700859784783432,0.31655765442270983,0.08171491388787101,0.40026215252801345,0.5997378474719866,0.31448281534941336
PP Shaw,634,648.1,922,829.1999999999999,149,138.6,41,52.8,1.0222397476340694,127.9432186390989,0.21385588643727818,0.08146890911896311,634,125.69730524778485,0.4822812862504213,0.17060509381928296,0.4465051689554082,0.22132649322096007,0.232768311768466,0.767231688231534,0.4039314514136338
PV Tambe,35,159.0,16,68.30000000000001,1,2.7,1,5.2,4.542857142857143,42.955974842767304,0.016981132075471698,0.03270440251572327,35,74.87547402109404,0.10031542083997946,0.03836586816633321,0.03545454545454546,0.0018321729571271535,0.09344115004492362,0.9065588499550764,0.14404823472651695
PWH de Silva,32,98.7,37,107.3,4,11.2,5,21.4,3.084375,108.71327254305979,0.11347517730496452,0.21681864235055723,32,101.7046450448055,0.3019576537340729,0.02206240198994214,0.23692241564581992,0.0007328691828508618,0.6194818352873063,0.38051816471269373,0.19889565108718757
Q de Kock,1174,1064.3,1523,1195.9,217,174.7,45,67.0,0.9065587734241908,112.36493469886311,0.16414544771211123,0.06295217513858875,1174,111.74623325879202,0.3774280537505974,0.2831341588709241,0.34271579840498384,0.41920117259069256,0.17986335753882499,0.820136642461175,0.4038992631698928
R Ashwin,306,910.2,345,1100.0,39,135.1,28,103.1,2.9745098039215687,120.85255987695011,0.14842891672159964,0.1132718083937596,306,117.5332570074238,0.42092206962808953,0.24146974530903584,0.30990158673085505,0.10113594723341883,0.3236337382678845,0.6763662617321156,0.3459550331808956
R Bhatia,159,476.6,174,525.7,16,50.4,17,59.1,2.9974842767295597,110.30214015946287,0.10574905581200167,0.12400335711288292,159,107.1722318547882,0.34305085083408104,0.12423619748012764,0.2207912104680884,0.04727006229388054,0.3542953060368083,0.6457046939631916,0.26684724014027245
R Dhawan,102,345.8,92,331.2,12,46.6,5,21.0,3.3901960784313725,95.77790630422209,0.13475997686524002,0.06072874493927125,102,96.25199089030782,0.260976687235315,0.08887146487860272,0.28136249715197087,0.026383290582630996,0.17351069982648926,0.8264893001735107,0.2509757660473879
R Dravid,1012,941.1,1173,1092.4,163,159.0,41,49.2,0.9299407114624506,116.07693125066412,0.1689512272872171,0.05227924768887472,1012,115.18908719206048,0.40330379750797674,0.249824257827286,0.3527496836390685,0.35983876877977283,0.14936927911107062,0.8506307208889294,0.40323771052036705
R McLaren,54,182.3,40,126.5,1,2.7,4,15.8,3.375925925925926,69.3911135490949,0.014810751508502468,0.08667032364234778,54,82.76996446103136,0.15964869947401394,0.04466554912669659,0.03092305390714607,0.008794430194210332,0.24762949612099364,0.7523705038790064,0.15398726261804901
R Parag,419,707.7,529,775.1,70,101.0,21,52.5,1.6890214797136038,109.52380952380952,0.1427158400452169,0.07418397626112759,419,108.21200930228642,0.35086559270743833,0.18671929919428973,0.2979733751247105,0.1425430560644925,0.21195421788893595,0.788045782111064,0.32257213981132016
R Powell,149,488.4,229,739.7,32,103.5,14,51.5,3.2778523489932883,151.4537264537265,0.21191646191646193,0.10544635544635546,149,137.82694177839892,0.57344500472928,0.1274265938463202,0.44245588563770394,0.043605716379626236,0.3012753012753013,0.6987246987246987,0.3976450308360454
R Ravindra,96,118.5,143,154.5,20,21.1,5,5.0,1.234375,130.37974683544306,0.17805907172995783,0.04219409282700422,96,119.02336896231967,0.4321214280272675,0.027415778943383984,0.3717657588543666,0.02418468303407842,0.12055455093429775,0.8794454490657022,0.32566883818942083
R Sathish,126,366.0,153,369.1,16,31.7,7,24.4,2.9047619047619047,100.84699453551913,0.0866120218579235,0.06666666666666667,126,99.81634933961108,0.28776563259323273,0.09433299086140702,0.18083540321245242,0.03517772077684133,0.19047619047619044,0.8095238095238095,0.24732720076034953
R Sharma,41,177.70000000000002,26,100.4,3,11.0,6,28.200000000000003,4.334146341463415,56.499718626899266,0.06190208216094541,0.1586944288126055,41,78.87301797801108,0.13036009455921727,0.043421835289028286,0.12924404426936786,0.004030780505679737,0.4534126537503014,0.5465873462496986,0.13547836322271956
R Shepherd,39,154.3,49,189.20000000000002,6,25.400000000000002,4,15.9,3.9564102564102566,122.61827608554763,0.1646143875567077,0.10304601425793908,39,108.34908920935389,0.35189585557025926,0.037095117071324284,0.34369488795930797,0.0032979113228288753,0.2944171835941116,0.7055828164058884,0.270784567175278
R Tewatia,512,1457.1000000000001,648,1846.8,82,237.6,24,79.5,2.8458984375000003,126.74490426189004,0.1630636195182211,0.05456042824788964,512,124.11805543484668,0.4704119870351382,0.38933650570486134,0.3404570722668314,0.17662147306705753,0.15588693785111324,0.8441130621488868,0.4280051839699996
R Vinay Kumar,163,605.2,158,591.0,14,54.6,12,53.2,3.7128834355828224,97.65366820885657,0.09021810971579643,0.08790482485128882,163,97.55166239596132,0.2707447365051632,0.15900611042015897,0.18836447755813257,0.04873580065958226,0.2511566424322538,0.7488433575677462,0.25054849417552894
RA Jadeja,1041,2399.7,1290,3119.0,140,357.7,49,153.0,2.305187319884726,129.9745801558528,0.1490602992040672,0.06375796974621828,1041,128.4734134872034,0.5031459139221938,0.6441896933975017,0.31121983682303733,0.37046537193111034,0.1821656278463379,0.8178343721536621,0.5141325227768662
RA Tripathi,818,1022.0,1137,1157.9,161,151.5,41,87.8,1.2493887530562346,113.29745596868885,0.14823874755381605,0.08590998043052837,818,112.37128474041891,0.3821258051763726,0.27169739901584383,0.30950453655933113,0.2887504580432393,0.24545708694436674,0.7545429130556333,0.3723823423696667
RD Chahar,51,212.0,52,201.1,8,32.2,5,26.700000000000003,4.1568627450980395,94.85849056603773,0.1518867924528302,0.1259433962264151,51,96.02712070459468,0.2592866116709811,0.05269561455685935,0.31712121212121225,0.007695126419934041,0.3598382749326145,0.6401617250673854,0.22699239086767484
RD Gaikwad,694,556.2,847,613.0,102,78.2,21,33.7,0.8014409221902018,110.21215390147428,0.14059690758719884,0.060589715929521754,694,109.33896637085927,0.3593355577123942,0.14575785432325744,0.29354930099266674,0.2433125687064859,0.17311347408434785,0.8268865259156521,0.3361037269960473
RE Levi,48,33.1,53,30.000000000000004,9,4.800000000000001,4,3.0,0.6895833333333333,90.63444108761331,0.14501510574018128,0.09063444108761329,48,93.99397290307732,0.24400591357787382,0.00432596117449846,0.302773963196924,0.006595822645657752,0.25895554596460935,0.7410444540353907,0.21897747094597553
RE van der Merwe,63,139.1,63,138.0,6,15.1,6,15.0,2.2079365079365076,99.20920201294034,0.10855499640546369,0.10783608914450037,63,98.32863627532194,0.27658430373577936,0.03298545395555075,0.22664967431322575,0.012092341517039208,0.3081031118414296,0.6918968881585704,0.22223180347581867
RG Sharma,2468,2776.7,3028,3191.3,395,429.9,107,202.5,1.1250810372771474,114.9313933806317,0.15482407173983506,0.07292829617891743,2468,114.57968031600284,0.39872362754593527,0.7461201535716216,0.3232538952386254,0.8933675338951996,0.20836656051119262,0.7916334394888074,0.5703700400516529
RJ Harris,63,234.3,58,209.8,4,13.3,8,32.9,3.719047619047619,89.54332052923603,0.056764831412718736,0.14041826717883055,63,92.93969350122131,0.23608217815956323,0.058724922943816586,0.11851808740413096,0.012092341517039208,0.4011950490823729,0.5988049509176271,0.18564991528252683
RJ Quiney,61,47.2,45,31.5,7,4.7,4,3.4000000000000004,0.7737704918032787,66.73728813559322,0.09957627118644068,0.07203389830508475,61,80.4678445816876,0.1423464655566672,0.008138214459525225,0.20790318438623528,0.011359472334188348,0.20581113801452783,0.7941888619854722,0.17087451382118268
RK Singh,314,672.0,471,1182.1000000000001,65,176.3,9,19.3,2.140127388535032,175.90773809523813,0.2623511904761905,0.028720238095238097,314,165.0988624565959,0.7784148480390901,0.17706699832369002,0.5477574855699857,0.10406742396482228,0.0820578231292517,0.9179421768707483,0.53634729299767
RM Patidar,156,239.9,191,271.5,23,31.8,9,18.0,1.537820512820513,113.17215506461025,0.13255523134639433,0.07503126302626094,156,109.30006001153075,0.3590431459505157,0.060239009354891036,0.27675925575050214,0.04617075851960425,0.21437503721788836,0.7856249627821117,0.2826670586699116
RN ten Doeschate,105,206.5,141,288.7,18,43.4,7,18.8,1.9666666666666666,139.80629539951573,0.21016949152542372,0.0910411622276029,105,126.06849799513091,0.48507109046549757,0.0512085654031255,0.43880842321520297,0.027482594356907288,0.2601176063645797,0.7398823936354203,0.3482020412661827
RP Singh,42,201.3,23,112.7,1,5.6000000000000005,8,36.7,4.792857142857143,55.986090412319925,0.027819175360158967,0.18231495280675608,42,78.39534749579973,0.12677002677309124,0.04980262802141351,0.05808306613075616,0.004397215097105167,0.5208998651621601,0.47910013483783986,0.11795059198148239
RR Pant,1142,1561.8,1619,2012.7,223,282.8,48,113.5,1.367600700525394,128.87053399923167,0.18107312075809964,0.07267255730567294,1142,127.54287416058617,0.49615218208273315,0.41764451414048553,0.37805872788585054,0.4074752656650788,0.2076358780162084,0.7923641219837916,0.47905628689220897
RR Rossouw,237,354.7,324,483.3,47,73.6,16,37.300000000000004,1.4966244725738396,136.25599097829152,0.20749929517902452,0.10515928954045674,237,129.4551429761367,0.5105243799236789,0.09127778078191748,0.43323337690408464,0.07585196042506412,0.3004551129727335,0.6995448870272665,0.368782597427954
RR Sarwan,69,43.1,66,29.900000000000002,7,2.3,2,2.1,0.6246376811594203,69.37354988399072,0.05336426914153131,0.048723897911832945,69,81.07337070833192,0.14689746864745823,0.007029686908559996,0.11141812557125783,0.014290949065591791,0.13921113689095124,0.8607888631090488,0.16510017234712762
RS Bopara,194,171.9,233,172.5,22,16.4,8,18.1,0.8860824742268042,100.34904013961605,0.09540430482838859,0.10529377545084352,194,99.70766376795758,0.2869487753995381,0.041853674363272586,0.1991926243235144,0.06009527299377061,0.3008393584309815,0.6991606415690186,0.2319594937869644
RT Ponting,44,29.2,32,9.0,2,0.0,3,3.8,0.6636363636363636,30.82191780821918,0.0,0.13013698630136986,44,66.13958038146576,0.03465833817189673,0.003271508138214459,0.0,0.005130084279956029,0.3718199608610567,0.6281800391389434,0.07810515345228934
RV Patel,47,119.4,45,119.4,4,8.9,3,9.4,2.540425531914894,100.0,0.0745393634840871,0.07872696817420435,47,98.56655847727977,0.27837247542455257,0.027659114259449523,0.1556291558804122,0.006229388054232321,0.22493419478344098,0.775065805216559,0.2186661751335635
RV Uthappa,2173,2150.6,2832,2412.8,390,321.7,107,157.3,0.9896916705016107,112.19194643355344,0.14958616200130195,0.07314237887101276,2173,111.85517578605837,0.3782468421669707,0.5768398853620288,0.31231777460271837,0.7852693294246976,0.2089782253457507,0.7910217746542493,0.5104069570087314
Rahmanullah Gurbaz,115,164.0,125,157.0,19,25.4,8,10.3,1.4260869565217391,95.73170731707317,0.1548780487804878,0.06280487804878049,115,96.18243947733063,0.26045395389401027,0.03971773103336397,0.3233665927568367,0.031146940271161598,0.17944250871080136,0.8205574912891986,0.2473579068473965
Ramandeep Singh,30,60.8,39,107.2,4,14.2,1,0.0,2.0266666666666664,176.31578947368422,0.23355263157894737,0.0,30,126.8803732063333,0.49117296853968506,0.011815281457848912,0.4876295853269539,0.0,0.0,1.0,0.3719766815064869
Rashid Khan,201,857.7,342,1405.0,51,210.3,19,85.9,4.267164179104478,163.81019004313862,0.24519062609303952,0.10015156814737088,201,150.5450373345299,0.6690314536669756,0.22727518520521278,0.5119283072063766,0.06266031513374862,0.28614733756391675,0.7138526624360833,0.47064117810246
Ravi Bishnoi,42,179.3,26,106.10000000000001,2,9.8,4,17.1,4.269047619047619,59.17456776352482,0.05465699944227552,0.09537088678192973,42,79.85095672134979,0.137710070138641,0.04385443140647813,0.11411718974462982,0.004397215097105167,0.2724882479483706,0.7275117520516294,0.15438325026817523
S Aravind,42,190.8,50,230.70000000000002,7,32.2,2,6.5,4.542857142857143,120.91194968553461,0.16876310272536688,0.034067085953878404,42,108.03541368574557,0.3495383383391564,0.04696371600064889,0.3523569023569024,0.004397215097105167,0.09733453129679542,0.9026654687032045,0.29298774302421393
S Badrinath,461,586.7,533,623.9,72,86.2,21,49.4,1.2726681127982646,106.3405488324527,0.14692347025737174,0.08419976137719447,461,105.4480414560799,0.3300922095990303,0.15400421781214513,0.3067583969919065,0.15793330890436058,0.24057074679198417,0.7594292532080158,0.3084844086072828
S Dhawan,2304,1598.4,2843,1621.3,390,227.2,75,88.7,0.6937500000000001,101.43268268268268,0.14214214214214213,0.05549299299299299,2304,101.34318482293841,0.299240997070501,0.4275401503271508,0.29677556344223016,0.833272260901429,0.15855140855140853,0.8414485914485914,0.4588564616900386
S Dube,455,808.7,557,946.4,65,107.9,21,53.6,1.7773626373626374,117.02732781006553,0.1334240138493879,0.0662792135526153,455,115.06611945718011,0.4023795986718184,0.21402692910831125,0.2785731683097827,0.155734701355808,0.18936918157890084,0.8106308184210992,0.34996648758233817
S Gopal,79,312.40000000000003,86,320.7,11,38.7,7,28.3,3.954430379746836,102.65685019206146,0.12387964148527528,0.09058898847631242,79,100.5492041664263,0.2932736105898557,0.07984102092683719,0.2586456757071354,0.017955294979846097,0.25882568136089257,0.7411743186391074,0.24888522588826767
S Nadeem,58,255.70000000000002,30,123.7,2,9.0,9,44.6,4.408620689655173,48.3770043019163,0.03519749706687524,0.174423152131404,58,70.98909649821559,0.07110624993827575,0.06451089601470827,0.07348810751235468,0.010260168559912056,0.4983518632325828,0.5016481367674173,0.10407173426583369
S Rana,30,117.3,38,148.3,5,19.1,2,6.6,3.9099999999999997,126.42796248934359,0.1628303495311168,0.056265984654731455,30,108.17243808720556,0.3505681840338649,0.027091331855296594,0.3399700328089076,0.0,0.16075995615637556,0.8392400438436245,0.2805650492903039
S Sohal,149,73.4,184,45.0,25,3.9000000000000004,9,8.8,0.49261744966442955,61.30790190735694,0.05313351498637602,0.11989100817438691,149,70.33082189192122,0.06615880071021851,0.015221975882766452,0.1109363388654942,0.043605716379626236,0.3425457376411054,0.6574542623588946,0.11843464998329822
S Sriram,38,21.6,31,7.4,3,0.0,2,3.8,0.5684210526315789,34.25925925925925,0.0,0.1759259259259259,38,70.03190936531806,0.06391223896401299,0.001216676580327692,0.0,0.0029314767314034453,0.5026455026455026,0.49735449735449744,0.075983402146831
S Vidyut,35,31.0,46,33.7,8,6.4,3,4.6,0.8857142857142857,108.70967741935485,0.2064516129032258,0.14838709677419354,35,101.95052802321833,0.3038056568927986,0.0037581787703455357,0.4310459433040079,0.0018321729571271535,0.42396313364055294,0.5760368663594471,0.2448093025863035
SA Asnodkar,149,127.3,159,111.9,23,14.8,12,15.5,0.8543624161073825,87.90259230164965,0.11626080125687353,0.12175962293794187,149,90.24342927257253,0.21581764076268617,0.02979505758935813,0.24273846080601783,0.043605716379626236,0.34788463696554817,0.6521153630344518,0.20044923070423787
SA Yadav,1182,1486.3,1736,1994.3,248,288.8,54,98.6,1.2574450084602369,134.17883334454686,0.19430801318710894,0.06633923164906143,1182,132.67884511814168,0.5347530263296696,0.39723138484832093,0.40569157904823666,0.42213264932209604,0.1895406618544612,0.8104593381455388,0.49856705557163583
SB Styris,84,129.5,72,98.2,6,6.0,3,10.399999999999999,1.5416666666666667,75.83011583011583,0.04633204633204633,0.0803088803088803,84,83.81108882108856,0.16747356445015604,0.03038987725085167,0.09673569673569675,0.019787467936973252,0.22945394373965797,0.770546056260342,0.16760048155716745
SC Ganguly,612,650.8,628,635.5,81,75.5,21,38.8,1.0633986928104575,97.64904732636755,0.11601106330669946,0.059618930547019056,612,97.61657573418894,0.2712326110821771,0.17133509976747957,0.24221703823732105,0.21326493220960058,0.17033980156291156,0.8296601984370884,0.29404837979711385
SD Chitnis,32,65.2,37,88.5,4,10.499999999999998,3,7.699999999999999,2.0375,135.7361963190184,0.16104294478527603,0.11809815950920244,32,112.25017627444788,0.38121558020225044,0.013004920780835993,0.3362381483547128,0.0007328691828508618,0.33742331288343547,0.6625766871165646,0.2718905375793584
SD Hope,44,62.1,59,70.2,8,11.0,3,6.3,1.4113636363636364,113.04347826086956,0.17713365539452497,0.10144927536231883,44,104.62626825291913,0.32391594036315186,0.012166765803276913,0.3698336017176598,0.005130084279956029,0.28985507246376807,0.7101449275362319,0.2592587749591817
